,date,press,title,content,link
10492,2019.06.06.,신아일보,"경기도, 1호 공영도시농업농장 개장식 개최","  이날 권농제는 학생들의 길놀이를 시작으로 풍년기원 고사제, 민요공연과 씨앗폭탄던지기, 음식나누기 등... 상추, 고추, 고구마, 토마토 등 다양한 농작물을 약 400가구의 도시농부들이 농사를 짓고 있다. 향후, 도... ",http://www.shinailbo.co.kr/news/articleView.html?idxno=1173758
10494,2019.06.06.,한스경제,'경기도 도시농업공영농장' 용인 흥덕지구 내 첫 개장,"  이날 권농제는 학생들의 길놀이를 시작으로 풍년기원 고사제, 민요공연과 씨앗폭탄던지기, 음식나누기 등... 상추, 고추, 고구마, 토마토 등 다양한 농작물을 약 400가구의 도시농부들이 농사를 짓고 있다. 향후... ",http://www.sporbiz.co.kr/news/articleView.html?idxno=344324
10495,2019.06.06.,뉴스핌,"경기도, 용인서 ‘공영도시농업농장’ 조성","  이날 권농제는 학생들의 길놀이를 시작으로 풍년기원 고사제, 민요공연과 씨앗폭탄던지기, 음식나누기 등... 해당 농장은 상추, 고추, 고구마, 토마토 등 다양한 농작물을 약 400가구의 도시농부들이 농사를 짓고 있으며... ",http://www.newspim.com/news/view/20190606000075
10512,2019.06.07.,농업경제신문,"경기도, 용인 흥덕지구서 ‘공영 도시농업농장’ 첫 개장","  권농제는 학생들의 길놀이를 시작으로 풍년기원 고사제, 민요공연과 씨앗폭탄던지기, 음식나누기 등... 이곳에서 상추, 고추, 고구마, 토마토 등 다양한 농작물을 약 400가구의 도시농부들이 농사를 짓고 있다. 경기도... ",http://www.thekpm.com/view.php?ud=201906061618431805931afa4cb1_17
10523,2019.06.07.,아시아투데이,경기도 1호 공영도시농업농장 조성·개장식 개최,"  7일 경기도에 따르면 이번 권농제는 학생들의 길놀이를 시작으로 풍년기원 고사제, 민요공연과... 상추, 고추, 고구마, 토마토 등 다양한 농작물을 약 400 가구의 도시농부들이 농사를 짓고 있다. 앞으로 경기도... ",http://www.asiatoday.co.kr/view.php?key=20190607010003897
10981,2019.06.20.,경남신문,"함양군, 해외전문가 초빙 토마토 재배기술교육",  군 관계자는 “경남지역에서 생산되는 토마토는 타 지역에 비해 병해충에 강하다”며 “이번에 해외 전문가 초빙을 통해 병충해와 생리장애 등에 대해 많은 것을 배울 수 있어 참석한 농업인들로부터 좋은 반응을 얻었다”... ,http://www.knnews.co.kr/news/articleView.php?idxno=1291982
11089,2019.06.24.,조선일보,"농식품 기업만 1500개, 바헤닝언 '푸드밸리' 매출 64조, GDP의 10%","  농가는 토마토는 언제 심었다 수확하는 것이 가장 효과적이고 병충해가 덜한지, 양계장 온·습도는 어느 정도로 유지해야 닭이 최적의 상태로 자라는지 등의 데이터를 WUR에 제공한다. 푸드밸리 측은 ""이러한 생장... ",http://biz.chosun.com/site/data/html_dir/2019/06/24/2019062400275.html?utm_source=naver&utm_medium=original&utm_campaign=biz
11224,2019.06.28.,한국농어민신문,"""방울토마토 TY프리마, 당도 높이고…푸른빛 홍산 마늘, 인식 개선을""",  특히?주아농법이?가능하고?병충해도?강해?농가에게도?도움이?될?것?같다”며?“소비지에서?홍보만?된다면?충분히?승산이?있다”고?설명했다. 이날?방울토마토와?마늘?평가회?사회를?본?위태석?농진청... ,http://www.agrinet.co.kr/news/articleView.html?idxno=170099
12211,2019.07.31.,뉴스워커,지역 농업·농촌 발전 '마중물'... 화순군 농촌진흥사업,"  군이 자체적으로 조사한 결과, 대추토마토 농장은 스마트 팜을 도입한 후 잿빛곰팡이병ㆍ흰가루병 등 병충해 발병이 줄어 생산성이 18% 증가했다. 또, 생육환경 유지ㆍ관리를 스마트 폰과 PC로 제어하면서 온실 관리... ",http://www.newsworker.co.kr/news/articleView.html?idxno=35085
12259,2019.08.01.,글로벌경제,"전남 화순군, 농촌진흥사업 지역 농업발전에 활력","  군이 자체 조사한 결과, 대추토마토 농장은 스마트 팜을 도입한 후 잿빛곰팡이병·흰가루병 등 병충해 발병이 줄어 생산성이 18% 증가했다. 또, 생육환경 유지·관리를 스마트 폰과 PC로 제어하면서 온실 관리 시간이 50... ",http://www.getnews.co.kr/view.php?ud=201908011359547662d527ccea2_16
12261,2019.08.01.,아주경제,화순군 ICT 접목한 스마트팜 구축 '부자농업' 실현,"  화순군이 직접 조사한 결과, 대추토마토 농장은 스마트 팜을 도입한 후 잿빛곰팡이병·흰가루병 등 병충해 발병이 줄어 생산성이 18% 증가했다. 화순군이 농업인들에게 농기계 안전교육을 하고 있다.[사진=화순군 제공]... ",http://www.ajunews.com/view/20190801090246123
12262,2019.08.01.,광남일보,"화순 농촌진흥사업, 농업 경쟁력 ‘활력’","  군이 자체적으로 조사한 결과, 대추토마토 농장은 스마트 팜을 도입한 후 잿빛곰팡이병·흰가루병 등 병충해 발병이 줄어 생산성이 18% 증가했다. 또, 생육환경 유지·관리를 스마트 폰과 PC로 제어하면서 온실 관리 시간이... ",http://www.gwangnam.co.kr/read.php3?aid=1564646453333338071
12265,2019.08.01.,팜앤마켓매거진,"화순군 농촌진흥사업, 농업·농촌 발전 ‘마중물’","  군이 자체적으로 조사한 결과, 대추토마토 농장은 스마트 팜을 도입한 후 잿빛곰팡이병·흰가루병 등 병충해 발병이 줄어 생산성이 18% 증가했다. 또, 생육환경 유지·관리를 스마트 폰과 PC로 제어하면서 온실 관리... ",http://www.farmnmarket.com/news/article.html?no=10182
12319,2019.08.05.,광주매일신문,"화순, 농촌진흥사업 농업 발전 ‘마중물’","  화순군이 자체 조사한 결과, 대추토마토 농장은 스마트 팜을 도입한 후 잿빛곰팡이병·흰가루병 등 병충해 발병이 줄어 생산성이 18% 증가했다. 또 생육환경 유지·관리를 스마트 폰과 PC로 제어하면서 온실 관리 시간이 50... ",http://www.kjdaily.com/read.php3?aid=1565000958479008008
12336,2019.08.06.,경북매일신문,"""우수 육묘종자 공급으로 농가 소득증대 기여""",  주요 협약내용에는 남포항농협 조합원에게 공급되는 육묘 모종의 최대 20% 할인과 함께 △과채류(토마토·고추·수박·메론·오이 등)에 대한 모종 위탁 및 판매·주문 △병충해 상담 △공동 마케팅 협력 등이 포함됐다.... ,http://www.kbmaeil.com/news/articleView.html?idxno=823552
12370,2019.08.07.,경북일보,"남포항농협-형산육묘농업회사법인, 육묘공급 업무협약 체결","  주요 협약내용은 과채류(토마토, 고추, 수박, 멜론, 오이 등)에 대한 모종의 위탁 및 판매와 주문 및 병충해 상담 그리고 공동 마케팅의 협력과 남포항농협 조합원에게 공급되는 육묘 모종의 최대 20% 할인 등이다. 오호태... ",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2011129
12420,2019.08.08.,경상매일신문,"남포항농협, 형산육묘장 모종 공급 MOU 협약식","  이들은 또 이번 협약에 따라 남포항농협 조합원에게 토마토, 고추, 수박, 메론, 오이 등 과채류에 대한 모종 위탁판매, 병충해 상담, 공동 마케팅 협력, 육묘 모종 20% 할인 등의 혜택을 주기로 상호 합의했다. 오호태... ",http://www.ksmnews.co.kr/default/index_view_page.php?idx=258017&part_idx=289
13001,2019.09.01.,서울와이어,추석 선물로 인기! 참존 새싹귀리 분말로 건강을 챙기세요,"  또한 수경재배를 통해 병충해 오염을 차단하고 품질 관리 체계를 강화해 안전성이 높은 제품을 만들었다. 섭취 시 개인의 기호에 맞게 물, 우유, 주스 등에 타먹거나 방울토마토와 함께 섭취하면 토마토의 리코펜이란... ",http://www.seoulwire.com/news/articleView.html?idxno=207841
13446,2019.09.14.,게임톡,"옥상 농사에 빠진 넥슨 직원들 ""회식도 자급자족""","  모종 식재 후 관리를 하지 않아 병충해가 발생하면 자칫 다른 밭으로 전염될 수 있기 때문이다. 물론 대부분의 팀은 힘들여 텃밭을 분양받은만큼 텃밭 관리에 열심이다. 수확철이 되면 토마토, 고추, 셀러리, 가지, 오이... ",http://www.gametoc.co.kr/news/articleView.html?idxno=52730
13815,2019.10.01.,뉴스토마토,저물가 5년 원인 '무상정책·풍작·원유가 하락',"  뉴스토마토 = 차오름 기자 | 소비자물가 상승률이 9월 마이너스를 기록한 것을 비롯해 최근 5년간 저물가 현상의 원인이 정부의 무상정책과 농축수산물 공급량 증대, 원유 가격 하락 등에 있는 것으로 분석됐다.... ",http://www.newstomato.com/ReadNews.aspx?no=923646
13861,2019.10.04.,한국농어민신문,잇따른 세 번의 태풍에 초토화…제주농가 “올 농사 접어야”,  “30년?간?이런?경우?처음” 침수ㆍ병충해?걱정?망연자실 브로콜리ㆍ토마토?등 대체작목도?없어 밭... 이어?“지금?당장?침수?피해도?있지만?문제는?나중에?병충해가?큰?문제”라며?“황금향이나?감귤은... ,http://www.agrinet.co.kr/news/articleView.html?idxno=172183
13978,2019.10.14.,한국농어민신문,“기후변화 선제적 대응…아열대작물 연구 절실”,"  등?병충해?피해도?급증했다”고?토로했다. 특히?“아열대?기후대가?확대돼?고온성?과채류인?수박ㆍ고추ㆍ토마토?등은?난방비를?절감하게?된?장점이?있는?반면에,?온대작물인?쌀ㆍ맥류ㆍ사과ㆍ일반채소... ",http://www.agrinet.co.kr/news/articleView.html?idxno=172363
14260,2019.10.27.,topclass,[청년 농부] 청년농부사관학교 2기생 김지현?이동규 부부 | 울산 딸기 신혼부...,"  딸기, 토마토, 고추, 피망, 옥수수 등의 작물을 재배하며 하우스 관리법을 배우고 노지 병충해 관리나 장마 때 물길 트는 작업 등 실전 경험을 쌓았죠. 스마트팜 호수에 물이 새 온종일 애쓴 적도 있어요. 직접 해보지... ",http://topclass.chosun.com/board/view.asp?catecode=Q&tnu=201911100019
14443,2019.11.07.,뉴스1,"정읍시, 저온기 대비 하우스·농작물 재배 관리 당부","  7일 센터에 따르면 11월 들어 주·야간의 일교차가 크게 벌어지고 하우스 채소들의 생육환경이 급격히 변화되면서 농작물 생육 부진과 병충해로 피해가 커지고 있다. 지역 내에서 생육 중인 딸기와 토마토, 애호박의 경우... ",http://news1.kr/articles/?3763441
14445,2019.11.07.,쿠키뉴스,"정읍시, 겨울철 농가 시설 하우스 환경관리 당부","  7일 정읍시에 따르면 11월 들어 주·야간의 일교차가 크게 벌어지고 하우스 채소들의 생육환경이 급격히 변화되면서 농작물 생육 부진과 병충해로 피해가 커지고 있다. 지역 내에서 생육 중인 딸기와 토마토, 애호박의 경우... ",http://www.kukinews.com/news/article.html?no=717138
14517,2019.11.12.,농업경제신문,"정읍시농업기술센터, 저온기 대비 시설하우스 환경관리 당부","  11월 들어 주·야간의 일교차가 크게 벌어지고 하우스 채소들의 생육환경이 급격히 변화되면서 농작물 생육 부진과 병충해로 피해가 커지고 있다. 지역 내에서 생육 중인 딸기와 토마토, 애호박의 경우 저온, 과습... ",http://www.thekpm.com/view.php?ud=201911112109293242931afa4cb1_17
15020,2019.12.10.,헤럴드경제,"‘K토마토’, 2020년 새로운 도약을 꿈꾼다…10~12일 사업경쟁력 강화 권역별...",  김재호 토마토전국연합협의회장(신북농협 조합장)은 “올해 잦은 강우에 따른 일조량 부족과 병충해 등 어려운 여건에서도 좋은 토마토를 생산하기 위해 노력해주신 농업인들의 노고에 감사드린다”면서 “특별행사... ,http://news.heraldcorp.com/view.php?ud=20191210000925
15021,2019.12.10.,프레시안,"‘K토마토’, 2020년 새로운 도약을 꿈꾼다",  김재호 토마토전국연합협의회장(춘천신북농협 조합장)은 “올해 잦은 강우에 따른 일조량 부족과 병충해 등 어려운 여건에서도 좋은 토마토를 생산하기 위해 노력해주신 농업인들의 노고에 감사드린다”면서... ,http://www.pressian.com/news/article.html?no=269284&utm_source=naver&utm_medium=search
15031,2019.12.11.,농축유통신문,"""K토마토, 2020년 새로운 도약 꿈꾸다""","  김재호 토마토전국연합협의회장(신북농협 조합장)은 ""올해 잦은 강우에 따른 일조량 부족과 병충해 등 어려운 여건에서도 좋은 토마토를 생산하기 위해 노력해주신 농업인들의 노고에 감사드린다""면서 ""특별행사... ",http://www.amnews.co.kr/news/articleView.html?idxno=39681
15036,2019.12.11.,팜앤마켓매거진,"‘K토마토’, 2020년 새로운 도약","  김재호 토마토전국연합협의회장(신북농협 조합장)은“올해 잦은 강우에 따른 일조량 부족과 병충해 등 어려운 여건에서도 좋은 토마토를 생산하기 위해 노력해주신 농업인들의 노고에 감사드린다”면서,“특별행사... ",http://www.farmnmarket.com/news/article.html?no=11333
15040,2019.12.11.,천지일보,"K토마토, 2020년 새로운 도약을 꿈꾼다","  김재호 토마토전국연합협의회장(신북농협 조합장)은 ""올해 잦은 강우에 따른 일조량 부족과 병충해 등 어려운 여건에서도 좋은 토마토를 생산키 위해 노력해주신 농업인들의 노고에 감사드린다""며 ""▲특별행사... ",http://www.newscj.com/news/articleView.html?idxno=690174
15045,2019.12.11.,한국영농신문,'K 토마토'가 대한민국 토마토를 대표합니다,"  김재호 토마토전국연합협의회장(신북농협 조합장)은 ""올해 잦은 강우에 따른 일조량 부족과 병충해 등 어려운 여건에서도 좋은 토마토를 생산하기 위해 노력해주신 농업인들의 노고에 감사드린다.""면서, ""특별 행사, 품위... ",http://www.youngnong.co.kr/news/articleView.html?idxno=29657
15149,2019.12.16.,한국농정신문,"K토마토, 2020년 새로운 도약 꿈꾼다","  김재호 토마토전국연합협의회장(신북농협 조합장)은 ""올해 잦은 강우에 따른 일조량 부족과 병충해 등 어려운 여건에서도 좋은 토마토를 생산하기 위해 노력한 농민들의 노고에 감사하다""며 ""특별행사, 품위저하품... ",http://www.ikpnews.net/news/articleView.html?idxno=39490
15217,2019.12.19.,머니투데이,전북지역 청년로컬 소셜벤처 팝업스토어 성료,"  솟대는 민속신앙에서 새해의 풍년이나 마을의 안녕을 기원하는 의미로 마을 입구에 긴 장대에 세우곤 한다.... 장수파머는 부부가 함께 토마토 농사를 지어 수확한 토마토와 장수군의 한우, 꺼먹돼지, 표고버섯, 마늘, 양파... ",http://news.mt.co.kr/mtview.php?no=2019121816467816104
