,date,press,title,content,link
13265,2019.09.09.,스포츠서울,"농식품부 ""태풍 피해 농가 추석 전 복구지원""",  피해 농작물 복구를 위해 농약대(병충해 방제 비용)와 대파대(대체 파종에 드는 비용)를 지급하고 피해가 심한 농가에는 생계비와 고교생 자녀 학자금도 지원한다. 이들 농가에는 영농자금도 상환을 연기하거나 이자를... ,http://www.sportsseoul.com/news/read/816540
13405,2019.09.11.,제주의소리,가을장마-태풍 피해 특별지원...농약-대파대 지원,"  특히 지난 8월말부터 9월 9일까지 잦은 강우 등으로 병충해 방제 작업도 어려운 상황이고, 감자, 당근, 양배추 등 월동채소 생육 상태가 보장되지 않아 농작물 피해 농가에 대한 경영안정과 현시점에서 대파가 가능한... ",http://www.jejusori.net/news/articleView.html?idxno=306763
15742,2020.01.29.,농기자재신문,우수한 상품성으로 승부하는 동오시드의 원예품종,"  풍년농사를 새롭게 선도하는 최고급 F1교배종 까메오플러스대파 ‘까메오플러스대파’는 저온 신장성이 우수하고, 무름병에 강한 품종으로 여름철 고온기에도 버팀성이 좋은 대파 품종이다. 연백부가 월등히 길고 굵어... ",http://www.newsam.co.kr/news/article.html?no=31139
15989,2020.02.09.,시민의소리,"전남도, 겨울 대파 가격 폭락으로 '트랙터'로 산지 폐기 처분","  겨울대파 풍작에 따른 가격폭락이 예상되자 농어민과 대책수립에 나선 이동진 진도군수(좌), 출하에 나설 겨울 대파(우) 전남도와 농협에 따르면 전남지역 올 겨울대파 생산 면적은 지난해 대비 11%가 많은 12만5천t으로... ",http://www.siminsori.com/news/articleView.html?idxno=220858
16021,2020.02.10.,LG헬로비전,"전남 겨울 대파, 또 다시 '산지 폐기'",  올해 대파 농사가 평년보다 작황이 좋아 풍작을 이뤘지만 마음이 무겁기만 합니다. 생산량은 증가했지만... 평년보다 작황이 좋아 풍작을 이뤘지만 소비시장은 여전히 얼어붙어 있어 결국 산지폐기가 결정됐습니다.... ,http://news.cjhello.com/news/newsView.do?soCode=SCN0000000&idx=270734
16099,2020.02.13.,kbc광주방송,'팔아도 손해' 겨울대파 또 가격 파동,"  소비가 안 되니까 중도매인들도 많겠지만 우리 농민들이 힘든 시기를 보내고 있습니다"" 전국 생산량의 97%를 차지하는 전남의 겨울대파는 면적을 7% 가량 줄였지만 병충해나 태풍 등의 피해가 없어 생산량이 평년 대비 10... ",http://ikbc.co.kr/kor/news?mode=view&nwCd=main_news_02&menuId=56_65_73&nwid=355590
16128,2020.02.15.,TV조선,'코로나19' 여파로 대파 가격 폭락…밭 갈아 엎는 농민들,"  특히 올해 대파가 풍작이라 공급은 넘치는데, 코로나19 여파로 소비가 위축되면서 수요는 줄어 대파값이 폭락했습니다. 농민들은 눈물을 머금고 대파밭을 갈아엎고 있습니다. 오선열 기자가 현장에 다녀왔습니다.... ",http://news.tvchosun.com/site/data/html_dir/2020/02/15/2020021590070.html
16675,2020.03.19.,싱글리스트,"백종원 양세형, 풍작이라는 대파밭 갈아엎자 '입틀막' 충격(맛남의 광장)",  백종원 대표와 개그맨 양세형이 대파가 풍작인데 오히려 수급 안정때문에 대파밭을 갈아엎는 장면에 충격받았다. 19일 방영된 SBS '맛남의 광장'에서 두 사람은 올해 지나치게 풍작이라는 대파를 체크하러 진도를 방문했다.... ,http://www.slist.kr/news/articleView.html?idxno=143397
16677,2020.03.19.,싱글리스트,"송가인, '진도 대파' 살리러 '맛남의 광장' 등장","  진도는 올해 대파가 풍작을 맞았지만 오히려 수급이 너무 많아 멀쩡한 대파밭을 갈아엎기도 하는 상황. 이 장면을 직접 본 양세형 등은 ""정말 대파 연구를 열심히 해 농민분들에게 도움이 되고 싶다""고 포부를 밝혔다. ",http://www.slist.kr/news/articleView.html?idxno=143402
17641,2020.05.04.,매경이코노미,[다산에게 시대를 묻다] (55) 진황 편 보력 | 국가적 재난 땐 세금 감면 적극...,"  “농사가 이미 흉년으로 판명된다면 논을 밭으로 삼아 일찍이 다른 곡식을 파종하도록 권장할 것이요, 가을에는 보리를 파종토록 할 것이다. 대파할 곡식의 종류도 많지 않으니 차조, 즉 서속과 메밀이며, 다른 하나는... ",http://news.mk.co.kr/v2/economy/view.php?year=2020&no=454470
17664,2020.05.04.,매경이코노미,[다산에게 시대를 묻다] (55) 진황 편 보력 | 국가적 재난 땐 세금 감면 적극...,"  흉년이냐, 풍년이냐에 따라 백성의 삶도 결정됐다. ▶진황 편 ‘보력’ 의미는 ▷흉년 때 민생 안정 방법 제시 보력 항목은 흉년의 대파(代播) 문제부터 논한다. 대파란 가뭄이 극심한 경우, 논농사가 불가능하기 때문에... ",http://news.mk.co.kr/v2/economy/view.php?year=2020&no=454470
18387,2020.05.27.,농민신문,‘농작업 대행’ 조합원 호평,"  벼 농작업 대행, 대파 정식, 보리 병충해 방제 및 수확 대행 등 사업영역을 점차 넓혀왔다. 특히 벼농사는 경운·정지·육묘·이앙·방제·수확·건조를 포함한 전 과정에서 농작업을 대행해준다. 이처럼 서진도농협이 다양한... ",http://www.nongmin.com/article/ar_detail.htm?ar_id=309641
20108,2020.06.16.,쿠키뉴스,‘자두야? 살구야?’ 진도서 신품종 ‘플럼코트’ 본격 출하,"  박종용씨는 “비교적 열악한 재배 환경에서도 나무가 잘 자라며, 자두나 살구에 비해 병충해에도 강해 재배는 어렵지 않다”고 말했다. 진도군 농업기술센터 관계자는 “자두와 살구의 장점을 살린 플럼코트는 대파... ",http://www.kukinews.com/news/article.html?no=799467
23550,2020.07.30.,전주MBC,완주지역 물폭탄.. 만경강 10년 만에 홍수특보,"  실개천은 홍수를 만나자단단하게 쌓아놓은 논둑을 무너뜨렸고한해 대파농사도 완전히 망가뜨렸습니다. 유영상 / 전주시 전미동""양수기 돌리고 있었는데 저기로 흘러서나가야 하는데 지대가 낮으니까 여기가터져버렸죠.... ",http://www.jmbc.co.kr/news/view/14788
24001,2020.08.02.,충북일보,"충북농협, 결혼이민여성 농촌정착 멘토링 교육","  이날 충북도청 농업정책과는 여성농업인·결혼이민여성 지원정책을 소개하고, 진천에서 고추와 대파농사를 짓는 김종숙 여성농업인과 결혼이민여성 이윤화(베트남)님의 멘토링 우수사례를 발표했다. 또한 충북경찰청은... ",https://www.inews365.com/news/article.html?no=631543
24005,2020.08.02.,중부매일,"충북농협, 결혼이민여성 농촌정착 멘토링 교육 실시","  이 자리에서 여성농업인 및 결혼이민여성 지원정책을 소개하고, 진천에서 고추와 대파농사를 짓는 여성농업인과 결혼이민여성 등의 멘토링 우수사례발표를 진행했다. 또한 최근 사회적 이슈가 되고 있는 성희롱·성폭력... ",http://www.jbnews.com/news/articleView.html?idxno=1300942
24293,2020.08.04.,데일리스포츠한국,등대는 살아있는 해양체험 공간…섬발전진흥의 무대,"  현재 주민들은 주로 벼, 대파, 고추 농사를 짓고 바다에서는 톳과 미역을 양식한다. 특히 톳은 가사도 특산물로 일본으로 수출한다. 섬 남쪽에 청정바다의 해수욕장이 있다. 가사도(加沙島)는 모래 해변이 유명한데 모래가... ",http://www.dailysportshankook.co.kr/news/articleView.html?idxno=227126
24658,2020.08.05.,kbc광주방송,폭우에 피해 속출..영광 대파 농가 '한숨',"  한 해 농사를 시작부터 망쳐버린 농민의 마음도 말라붙은 대파와 함께 타들어갑니다. ▶ 인터뷰 : 김대연 / 영광군 대파 농민 - ""순식간에 호우가 집중되고 그 다음날에 햇빛이 찌는 바람에 하루아침에 이렇게 되니까 너무... ",http://ikbc.co.kr/kor/news?mode=view&nwCd=main_news_05&menuId=56_65_76&nwid=360967
24681,2020.08.05.,서울신문,“생태 복원” VS “생업 중단”… 낙동강하굿둑 개방 둘러싼 ‘물의 전쟁’,  농번기에는 양수장에서 낙동강 물을 공급받지만 9월 이후에는 지하수(표층수)나 수돗물을 이용해 농사를 짓는다. 대파가 유명한 것도 염분에 강하기 때문이다. ‘짭짜리’ 토마토는 새로운 농법으로 개발한 작물이... ,https://www.seoul.co.kr/news/newsView.php?id=20200805022002&wlog_tag3=naver
24863,2020.08.06.,문화일보,<박경일기자의 여행>12㎞ 백사장에 달랑 세가족… 방해받지 않는 여유 누리다,  임자도 주민들이 대파 농사 등으로 ‘먹고살 만해진’ 탓이 크다. 그러니 섬 주민 대부분이 관광에 별 관심이 없다. 그래서 불편한 점은 관광 기반시설이 부족하다는 것. 그래서 다행인 건 피서지 특유의 약삭빠른 바가지... ,http://www.munhwa.com/news/view.html?no=2020080601031612048001
25305,2020.08.07.,경향신문,대관령 자락이 내어줄 수 있는 맛의 모든 것 [지극히 味적인 시장 (36)],"  서늘한 날씨 덕에 여름 채소 농사가 잘되는 평창은 한반도의 여름 텃밭이다. 평창읍을 지나 대화, 속사, 진부, 대관령까지 약 60㎞ 길 좌우 산과 하천 사이사이 넓은 밭에는 대파, 배추, 양배추, 무 등이 자라고 있었다. 어느... ",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202008071627005&code=940100
25605,2020.08.10.,전북중앙,재난지원금 쥐꼬리 주민 '망연자실',  하지만 대파대의 경우 융자금(30%)와 자부담(20%)이 재해복구비의 절반을 차지해 실질적으로 보조받는 금액은 복구비용의 30%에도 못 미쳐 폭우 피해로 한해 농사를 망친 농민들의 가슴을 더욱 아프게 하고 있다.... ,http://www.jjn.co.kr/news/articleView.html?idxno=806033
26165,2020.08.11.,조선일보,"[사설] 폭우 피해도 4대강 사업 탓, 전 정권 핑계 댈 건가",  그간에도 4대강 사업 반대파들은 홍수·가뭄이 주로 지류에서 발생한다며 본류에 치중한 4대강 사업은 홍수·가뭄 예방에 별 효과가 없다고 주장해왔다. 그러나 전국 홍수 피해에 관한 재해연보 자료를 보면 4대강 사업... ,https://news.chosun.com/site/data/html_dir/2020/08/10/2020081003856.html?utm_source=naver&utm_medium=original&utm_campaign=news
26635,2020.08.13.,시민의소리,"전남 8개시군, '특별재난지역 선포'","  벼농사에 152만원, 과채류에 353만원의 대파비용를 지원받게 된다""고 밝혔다. 김 지사는 ""구례, 곡성 나주 등 수해 현장에 문재인 대통령을 비롯 국무총리, 행정안전부 장관 등이 직접 현장을 확인한 후 피해상황의... ",http://www.siminsori.com/news/articleView.html?idxno=222827
26658,2020.08.13.,아주경제,벼 재배면적 3% 집중호우로 침수…피해농가 생계비 123만원 지원,"  이번 폭우로 인한 피해농가에?농약대(자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용)와 대파대(대체 파종을 심을 때 드는 비용), 생계비 등 복구비를 지원하기로 했다. 농약대는 ㏊당 벼·콩 등... ",http://www.ajunews.com/view/20200813170802011
26767,2020.08.13.,연합뉴스,"벼 재배면적 3% 침수…정부 ""피해농가 복구에 가용자원 총동원""","  정부는 이번 비로 피해를 본 농가가 조속히 회복할 수 있도록 농약대(자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용)와 대파대(대체 파종을 심을 때 드는 비용), 생계비 등 복구비를 지원하기로 했다.... ",http://yna.kr/AKR20200813077200530?did=1195m
26784,2020.08.13.,이투데이,"농식품부 ""수해 농가 농축산경영자금 이자 면제하고, 상환 기간 2년으로""","  먼저 정부는 농약대(자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용)와 대파대(대체 파종을 심을 때 드는 비용), 생계비 등 복구비를 지원한다. 농약대는 ㏊당 벼·콩 등 59만 원, 채소류 192만 원... ",https://www.etoday.co.kr/news/view/1929327
26786,2020.08.13.,연합뉴스,"벼 재배면적 3% 침수…정부 ""피해농가 복구에 가용자원 총동원""(종합)","  우선 이번 비로 피해를 본 농가가 조속히 회복할 수 있도록 농약대(자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용)와 대파대(대체 파종을 심을 때 드는 비용), 생계비 등 복구비를 지원하기로 했다.... ",http://yna.kr/AKR20200813077251530?did=1195m
26787,2020.08.13.,미디어펜,"농식품부, 집중호우 피해농가 복구비 지원.금융지원 강화","  농식품부는 피해 농가가 조속히 회복할 수 있도록 농약대(자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용)와 대파대(대체 파종을 심을 때 드는 비용), 생계비 등 복구비를 확대 지원하기로 했다.... ",http://www.mediapen.com/news/view/548579
26952,2020.08.13.,농민신문,"경기 대파농사, 집중호우 ‘직격탄’…수급불안 9월까지 이어질 듯",  경기 대파 주산지에 집중호우가 쏟아지면서 9월까지 대파의 수급불안이 이어질 것으로 예상된다. 사진은 강한 비바람으로 물에 잠기거나 쓰러진 경기 이천시 설성면 일대의 대파밭. 상품성 갖춘 물량 크게 감소 출하량... ,http://www.nongmin.com/article/ar_detail.htm?ar_id=311944
26989,2020.08.14.,헤럴드경제,집중호우 피해농가에 생계비 123만원 지원,"  따라서 정부는 이번 비로 피해를 본 농가가 조속히 회복할 수 있도록 농약대(자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용)와 대파대(대체 파종을 심을 때 드는 비용), 생계비 등 복구비를... ",http://news.heraldcorp.com/view.php?ud=20200814000534
28574,2020.08.24.,아주경제,"[역대 최장 장마, 농작물 피해 얼마나]② 재난지원금·금융지원에 생계비·복...","  정부는 우선 농약대(자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용)와 대파대(대체 파종을 심을 때 드는 비용), 생계비 등 복구비를 지원한다. 농약대는 ㏊당 벼·콩 등 59만원, 채소류 192만원... ",http://www.ajunews.com/view/20200823175719926
28734,2020.08.24.,국방일보,[김학권 독자마당] 국군 장병 여러분께 감사합니다,"  저는 영농조합법인 ‘임진농산’의 대표 김학권입니다. 임진농산은 매년 소채류(감자, 오이, 양배추, 대파, 무 등) 농사를 지어 지역농협을 통해 28사단, 5사단에 약 20년간 공급해 온 영농조합법인입니다. 우리 농장은 장마... ",http://kookbang.dema.mil.kr/newsWeb/20200825/2/BBSMSTR_000000010057/view.do
28818,2020.08.25.,전북중앙,전주시 집중호우 피해 농가 재난지원금 지급,"  재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다. 박용자 전주시농업기술센터 소장은 ""봄철 냉해 및 코로나19 여파로 힘든 상황에 수해마저 겹쳐 삼중고에 시달리는... ",http://www.jjn.co.kr/news/articleView.html?idxno=807090
28822,2020.08.25.,전북도민일보,"전주시, 호우피해 농가에 재난지원금 3억원 지급한다",  지급대상자로 선정된 농가는 지원되는 재난지원금을 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다. 시는 재난지원금 지급과 함께 농업기반시설 피해가 큰 삼천3동과 우아2동을... ,http://www.domin.co.kr/news/articleView.html?idxno=1307003
28833,2020.08.25.,새전북신문,"전주시, 호우피해 농가에 재난지원금 지급",  박용자 전주시농업기술센터 소장은 “재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다”면서 “봄철 냉해와 코로나19 여파로 힘든 상황에 수해마저 겹쳐 삼중고에... ,http://sjbnews.com/news/news.php?number=692067
28834,2020.08.25.,전라일보,"전주시, 호우피해 농가 11월경 재난지원금 지급","  시는 지급될 재난지원금이 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있을 것으로 기대하고 있다. 또한 시는 농업기반시설 피해가 가장 큰 삼천3동(모과제, 어두제, 갈마제... ",http://www.jeollailbo.com/news/articleView.html?idxno=606500
28996,2020.08.25.,뉴스핌,"전주시, 호우피해 농가에 재난지원금 지급",  재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다. 시는 농업기반시설 피해가 가장 큰 삼천3동과 우아2동을 중심으로 11대의 굴삭기를 동원해 농로와 농수로... ,http://www.newspim.com/news/view/20200825000490
28997,2020.08.25.,연합뉴스,"전주시, 호우 피해 농가에 재난지원금 지급","  재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 등으로 활용할 수 있다. 이달 초 전주 지역에는 누적 강수량 576㎜의 집중호우가 내려 벼 93㏊, 밭작물 58㏊, 과수 50㏊, 인삼 5㏊ 등 총 208㏊의... ",http://yna.kr/AKR20200825102000055?did=1195m
28999,2020.08.25.,프레시안,"전주시, 집중호우 피해 농가 재난지원금 지급...총 416개 농가 대상","  재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다. 한편 전주지역에는 지난 7월 29일부터 8월 8일까지 누적 강수량 575.8㎜의 집중호우가 내려 벼 93㏊, 밭작물 58㏊, 과수 50... ",https://www.pressian.com/pages/articles/2020082512520780019?utm_source=naver&utm_medium=search
29007,2020.08.25.,아시아투데이,"전주시, 호우피해 농가에 11월 재난지원금 지급",  재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다.시는 농업기반시설 피해가 가장 큰 삼천3동과 우아2동을 중심으로 11대의 굴삭기를 동원해 농로와 농수로... ,https://www.asiatoday.co.kr/view.php?key=20200825010013118
29008,2020.08.25.,뉴시스,"""영농활동 복귀 돕는다"" 전주시, 재난지원금 지급 속도","  재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다. 이와 관련, 전주에는 지난 7월 29일부터 8월 8일까지 누적 강수량 575.8㎜의 집중호우가 내려 벼 93㏊, 밭작물 58㏊, 과수... ",http://www.newsis.com/view/?id=NISX20200825_0001141295&cID=10899&pID=10800
29009,2020.08.25.,위키트리,호우피해 농가에 재난지원금 지급한다,  재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다.이와 관련 시는 농업기반시설 피해가 가장 큰 삼천3동과 우아2동을 중심으로 11대의 굴삭기를 동원해 농로와 농수로... ,https://www.wikitree.co.kr/articles/565468
29065,2020.08.25.,뉴스1,"전주시, 호우피해 농가 돕는다…재난지원금 지원",  재난지원금은 병충해 방제 농약대와 대체 작물을 심을 수 있는 대파대 비용 등으로 활용할 수 있다. 이와 함께 시는 농작물재해보험에 가입한 호우피해 농가에게 보험금이 적기에 지급될 수 있도록 농협손해보험에... ,https://www.news1.kr/articles/?4037017
29215,2020.08.26.,디트뉴스24,용담댐 물폭탄으로 부서진 금산의 농심(農心),  그래서 농사를 짓다가 날벼락을 맞은 농민들은 그저 막막하기만 하다. 제대로 된 피해 배상을 해 줄 곳이 없기 때문이다. 인삼포 10a(300평)가 피해를 입었을 경우 정부 무상지원금은 고작 176만원 남짓의 대파비 및... ,http://www.dtnews24.com/news/articleView.html?idxno=585965
31395,2020.09.08.,베타뉴스,"동서발전, “차세대 영농형 태양광 생산량 17% 향상""",  ⓒ(사진제공=동서발전) 태양광 발전 하면서 농사도 짓는 영농형 태양광 연구개발 노지 대비 보리 생산량 17% 향상…대파 등 추가 검증 계획 [울산 베타뉴스=박현 기자]한국동서발전(주)(사장 박일준)는 농지에 태양광... ,http://www.betanews.net:8080/article/1231825.html
31972,2020.09.09.,농업경제신문,"정부, ‘태풍 피해’로 인한 쌀 수급대책 마련","  이에 따라 농식품부는 병충해 피해가 클 것으로 보고 수확기까지 주요 병해충에 대해 일제 방제를 추진한다. 낙과 수거, 폐사축 처리 등 농장 정비에는 현장 일손 돕기를 실시한다. 피해 농가에는 농약대·대파대·생계비... ",http://www.thekpm.com/view.php?ud=202009091630585398bedaf1e52b_17
31982,2020.09.09.,에너지경제,"동서발전, 차세대 영농형 태양광 ‘생산량 17% 향상",  -태양광 발전 하면서 농사도 짓는 영농형 태양광 연구개발 -노지 대비 보리 생산량 17% 향상…대파 등 추가 검증 계획 한국동서발전(사장 박일준)이 농지에 태양광 설비를 설치해 전력을 생산하는 동시에 농작물... ,http://www.ekn.kr/news/article.html?no=522184
32680,2020.09.14.,한겨레,집중호우 피해 4만7천 농가에 재해복구비 1272억원 지원,"  농약대는 자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 소요되는 비용, 대파대는 농작물 피해가 커 수확하지 못할 경우 새로운 농작물 생산을 위한 파종에 드는 비용을 말한다. 농약대 5개 항목과 대파대... ",http://www.hani.co.kr/arti/economy/economy_general/962088.html
32707,2020.09.14.,MBC,장마 피해 4만7천여 농가에 재해복구비 1천272억원 지원,"  경우 오이·호박 등 과채류는 884만원, 벼·콩 등은 380만원의 대파대를 지원하기로 했습니다. 농약대는 자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용, 대파대는 대체 파종에 드는 비용을 말합니다. ",https://imnews.imbc.com/news/2020/econo/article/5909748_32647.html
32709,2020.09.14.,미디어펜,"정부, 집중호우 피해 농가에 재해복구비 1272억원 지원","  농약대는 자연재해 시 병충해 방제에 드는 비용, 대파대는 대체 파종에 드는 비용을 말한다. 정부는 농약대 5개 항목과 대파대 20개 항목은 현행 실거래가의 80% 수준에서 100%로, 비닐하우스·축사 등 농업시설과... ",http://www.mediapen.com/news/view/557648
32711,2020.09.14.,헤럴드경제,"농식품부, 호우피해 4만7000여 농가에 재해복구비 1272억원 지원","  농약대는 자연재해로 농작물이 일부 피해를 봤을 때 병충해 방제에 드는 비용, 대파대는 대체 파종에 드는 비용을 말한다. 정부는 농약대 5개 항목과 대파대 20개 항목은 현행 실거래가의 80% 수준에서 100%로... ",http://news.heraldcorp.com/view.php?ud=20200914000843
33730,2020.09.17.,대구일보,"대구, 예년보다 추석 차례상 비용 비싸질 것…품목 가격 대부분 올라","  특히 연일 내린 비로 농산물 가격이 폭등해 상차림 물가를 올리는데 견인했다. 한 대형마트에서 대파(1㎏)는 5천870원으로 지난해(3천790원)보다 54.8% 올랐고, 애호박(1개)은 2천990원으로 지난해(1천720원)보다 73.8... ",http://www.idaegu.com/newsView/idg202009170074
33944,2020.09.17.,고양신문,"코끼리마늘ㆍ홍산마늘, 재배 성공했어요","  일명 대왕마늘이라 불리는 코끼리마늘은 토종농산물로 단군신화에서 곰과 호랑이가 동굴 속에서 먹은... 자부심으로 농사에 매진하고 있다""고 말했다. 그는 마늘 외에도 무, 배추, 단호박, 당근, 대파 등 10여 품종을... ",http://www.mygoyang.com/news/articleView.html?idxno=60840
34692,2020.09.18.,경향신문,[고영의 문헌 속 ‘밥상’] 육개장,  20세기 초 낙동강 유역의 신품종 대파 농사와 만난 육개장은 영남판으로 재구성되었다. 1929년 12월 발행된 ‘별건곤’ 제24호에 따르면 육개장의 ‘본토’는 ‘대구’이고 그 관능이 이렇다. “혓바닥이 델 만큼 뜨겁고... ,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202009180300075&code=990100
34719,2020.09.18.,한국농어민신문,[코로나 시대 성찰과 농의 가치] “자본주의 시장경제 민낯 확인…농업·농촌...,"  코로나19가?확산되면서?미얀마,?베트남,?캄보디아,?우크라이나?등?농산물?수출국들이?곳간?문을... 더?큰?문제는?이렇게?생산량이?줄고?있는데도?양파,?대파,?마늘?등?대부분의?농산물가격이?계속?추락하고... ",http://www.agrinet.co.kr/news/articleView.html?idxno=179796
34822,2020.09.18.,국제뉴스,"서울시, 산지 직송 농산물…전통시장서 30% 쎄일 지원","  서울시가 ""전통시장 이용 고객 대상 30% 저렴한 가격으로 산지 직송 농산물을 공급하는 전통시장 매출 회복 지원을 시행한다""고 밝혔다. 서울시가 긴 장마와 집중호우로 가격이 폭등한 배추와 대파를 산지직송으로... ",http://www.gukjenews.com/news/articleView.html?idxno=2075726
34857,2020.09.18.,KBS,껑충 뛴 추석 물가…상인도?소비자도 ‘한숨’,"  긴 장마와 태풍으로 과일을 비롯한 농산물 가격이 크게 올랐는데요, 올라도 너무 오른 물가에 추석 대목을... 무와 대파,양파,오이 등 다른 농산물도 지난해에 비해 30~80%가량 껑충 뛰었습니다. [농산물 가게 상인... ",http://news.kbs.co.kr/news/view.do?ncd=5007329&ref=A
