,date,press,title,content,link
21962,2020.07.10.,제주도민일보,"제주, 효자작물 '당근' 가뭄극복 해결에 나서",  제주 동부지역 효자작물 '당근' 파종 시기에 가뭄과 고온으로 발아 불량 또는 말라 죽는 등 당근 농사에... 제주당근 주 파종시기는 7월 중순에서 8월 상순으로 이 시기에 매년 가뭄과 고온이 반복 발생되면서 발아가... ,http://www.jejudomin.co.kr/news/articleView.html?idxno=126191
21963,2020.07.10.,뉴제주일보,당근 수분안정관리 실증시험 추진,  센터는 가뭄 현상이 심하게 나타나는 제주시 구좌읍 한동리·상도리 지역 모래밭에 토양수분 보유 능력이 높은 보습 자재를 토양해 살포해 당근 재배 실증시험을 추진할 예정이다. 센터는 실증시험을 통해 보습 자재... ,http://www.jejuilbo.net/news/articleView.html?idxno=147658
21980,2020.07.10.,제민일보,제주도농업기술원 보습자재 이용 당근 수분안정관리 실증시험,  제주당근 주 파종시기는 7월 중순에서 8월 상순으로 이 시기에 매년 가뭄과 고온현상이 지속해 제주당근은... 동부농업기술센터는 가뭄현상으로 피해가 극심한 제주시 구좌읍 한동ㆍ상도지역을 대상으로 토양수반... ,http://www.jemin.com/news/articleView.html?idxno=664503
21983,2020.07.10.,JIBS,"제주 당근 가뭄, 고온 발아 불량...수분 안정 관리 실증","  반복되는 가뭄과 고온 현상으로 당근 발아에 어려움을 겪고 있는 가운데, 수분 안정 관리 실증 시험이 추진됩니다. 제주농업기술원 동부농업기술센터는 가뭄 현상이 심하게 나타나는 제주시 구좌읍 당근 밭 2헥타르에... ",http://www.jibs.co.kr/news/articles/articlesDetail/10398?feed=na
23922,2020.08.02.,제주의소리,보전과 개발의 사잇길을 평대리 해안사구에서 보다,  그래서 옆 마을들이 당근 농사를 짓는다며 해안사구를 훼손할 때도 평대리는 그렇지 않았다. 4·3 때도 그랬다. 군경토벌대를 피해 중산간의 동굴과 곶자왈로 숨어들던 다른 곳과는 달리 이곳 주민 중 일부는 산사람이... ,http://www.jejusori.net/news/articleView.html?idxno=318527
23958,2020.08.02.,뉴제주일보,가장 길었던 장마 물러나자마자 시작된 폭염,  비가 내렸다 그치길 수없이 반복하다보니 농가들 대부분이 방제시기를 놓쳐 작물들이 병충해를 입어 제대로 생육을 못 했기 때문이다. 심지어 지난 달 초 파종을 했어야 할 당근은 밭고랑조차 파지 못 했다.... ,http://www.jejuilbo.net/news/articleView.html?idxno=148854
24048,2020.08.03.,뉴제주일보,강인했던 해녀 역사·삶 고스란히 간직한 길,  ■?낯물밭들은 폐업 중 2년 전 7월 말 이 곳을 찾았을 때는 가뭄과 무더위로 당근 씨앗 파종이 늦어져 밭마다 꺼멓게 그냥 있더니 올 7월 말엔 장마 때문인지 밭은 갈아 파종한 흔적은 있는데 새싹은 보이지 않고 살아남은... ,http://www.jejuilbo.net/news/articleView.html?idxno=148919
27790,2020.08.19.,뉴제주일보,폭염에 말라가는 밭...양배추 등 농가 노심초사,"  초기 가뭄 등을 우려하고 있는 상황이다. 제주당근생산자연합회 관계자는 ""현재까지는 크게 우려할 상황은... 제주시는 농작물의 물 부족에 따른 피해 예방에 선제적으로 대응하기 위해 읍·면·동사무소 보유 가뭄 대책... ",http://www.jejuilbo.net/news/articleView.html?idxno=149694
29507,2020.08.27.,KBS,태풍 ‘바비’가 휩쓸고 간 제주…농민도 양식어민도 ‘울상’,  큰 피해는 없었다지만 애써 지은 농사를 망치고 일부 양식장에서도 넙치 수천 마리가 죽었습니다. 임연희 기자가 피해 현장을 다녀왔습니다. [리포트] 태풍 바비가 근접하며 초속 20미터 넘는 강풍이 휩쓸고 간 한 당근밭.... ,http://news.kbs.co.kr/news/view.do?ncd=4526849&ref=A
30681,2020.09.03.,제민일보,제주 동부권 태풍 '마이삭'으로 쑥대밭,  제주시 구좌읍 종달리 이곳에서 20년간 당근 농사를 지어온 강영일씨는 지난해 폭우로 당근밭을 갈아엎고 재파종한데 이어 올해도 태풍에 2000m2의 밭이 모두 침수됐다. 김봉철 기자 구좌읍에서 20년간 당근 농사를 짓고... ,http://www.jemin.com/news/articleView.html?idxno=702664
30775,2020.09.03.,KBS,끝 보이지 않는 복구…피해 규모 가늠조차 안 돼,"  [조홍수/당근농가 :?""농사가 안되니까, 우리 일 년 생활비라든가 모든 게 부담이 많습니다.""] 이번 태풍으로 피해를 본 제주지역 농경지만 천2백여 헥타르, 양식장은 7곳에 달하는 상황. 앞으로 구체적인 피해 조사가... ",http://news.kbs.co.kr/news/view.do?ncd=4532019&ref=A
30882,2020.09.04.,제주MBC,'복구도 다 못했는데…'태풍 피해 주민 '막막,"  시기상 대체 작물도 마땅치 않아 사실상 농사를 포기해야 하는 상황입니다."" ◀ＩＮＴ▶ 김경찬 / 당근 재배 농민 ""비바람에 아무것도 없는데 이제 먹고 살 방법이 없어요. 차라리 가만히 있고 놀고먹는 게 낫지. 농사가... ",https://jejumbc.com/article/IO-orxNyKG
30884,2020.09.04.,JIBS,농경지 피해 1255ha...겨울 채소 농사 망쳐,"  당근 하나라도 살려보려 급히 방제 약품을 뿌려보지만, 올해 당근 농사는 포기해야 하는게 아닌가 한숨만... 양배추 농사를 접어야할 상황까지 왔습니다. 채을생/제주시 한림읍 (인터뷰)-(자막)""다시 심지 못하지. 모종이... ",http://www.jibs.co.kr/news/replay/viewNewsReplayDetail/2020090421155402374?feed=na
31202,2020.09.07.,경향신문,"[지금, 여기]김장철은 아직 멀었다","  배추와 무, 고추, 호박과 당근, 사과와 포도 등 농산물 가격이 금값으로 치솟아 밥상물가에 이어 추석물가도 위협한다는 논조다. 새삼스럽지 않다. 해마다 태풍과 장마 관련 뉴스에는 농산물값 폭등이 연관되기 때문이다.... ",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202009070300045&code=990100
31224,2020.09.07.,YTN,제주 또 태풍 피해...하늘길·뱃길 끊기고 저지대 침수,  며칠 전 태풍에 이어 또 피해를 보게 돼 1년 농사를 망치지 않을까 걱정입니다. [당근 재배 농가 : 물 고여서 피해를 주고 강풍으로 당근이 죽어서 시커멓게 변해 버려서 60% 정도 피해가 예상됩니다.] 시간당 50mm 이상의... ,https://www.ytn.co.kr/_ln/0115_202009072306505516
31357,2020.09.07.,뉴제주일보,"""복구할 새도 없이 또 태풍""…제주 농가 '속앓이'","  레드향 등 만감류뿐만 아니라 양배추와 월동무, 당근 등 노지 작물의 피해가 심각한 상황""이라며 ""만감류 피복작업과 작물 방제 작업을 서둘러야 그나마 남아있는 작물의 궤양병 등 병충해를 막을 수 있다""고 말했다. ",http://www.jejuilbo.net/news/articleView.html?idxno=150642
31764,2020.09.09.,제주MBC,대체 파종 막막...애타는 농심,  빗물에 잠겼던 당근 잎과 줄기를 방치했다간 병충해와 생육 부진으로 한해 농사를 망칠 수 있기 때문입니다. 빗물에 휩쓸린 일부 고랑은 당근이 사라졌습니다. ◀ＩＮＴ▶김태홍 / 당근 재배 농민 “비가 많이 오면... ,https://jejumbc.com/article/iyqGPTXETQPHZ
31979,2020.09.09.,한겨레,잇단 태풍에 제주 농작물 어쩌나,  김아무개(63·제주시 구좌읍)씨는 “당근 농사를 지었는데 태풍이 연이어 오는 바람에 60% 정도는 망쳤다. 다른 대체작목도 없는 실정이다”라고 한숨을 쉬었다. 도내 당근 최대 주산지인 제주시 구좌읍 당근밭들은... ,http://www.hani.co.kr/arti/area/jeju/961433.html
33944,2020.09.17.,고양신문,"코끼리마늘ㆍ홍산마늘, 재배 성공했어요","  일명 대왕마늘이라 불리는 코끼리마늘은 토종농산물로 단군신화에서 곰과 호랑이가 동굴 속에서 먹은... 자부심으로 농사에 매진하고 있다""고 말했다. 그는 마늘 외에도 무, 배추, 단호박, 당근, 대파 등 10여 품종을... ",http://www.mygoyang.com/news/articleView.html?idxno=60840
34085,2020.09.17.,전북도민일보,8월 26일 우정 마을 나들이,"  너희들도 형님 되면 이렇게 일 잘 할거지?"" 4년차 농사꾼들이 구슬땀을 흘려 만든 밭을 감상하다가 해바라기랑 키도 쟀다가 5학년 밭에서 당근이랑 배추도 찾아보았다. ""선생님! 여기는 왜 온 거예요? 그만 돌아가면 안 돼요?... ",http://www.domin.co.kr/news/articleView.html?idxno=1310026
35099,2020.09.19.,한겨레언론사 선정,멈춰버린 세상에서도 자기 할 일 다 하고 있는 쪽파들,"  베란다 농사를 시작했다. 봄과 여름 내내 채소와 허브를 키우는 재미가 쏠쏠했다. 요리를 하다 베란다에서... 과목명은 ‘내가 농사 지어봐서 아는데’. 대한민국에서 초등학교를 나온 이답게, 수경재배로 고구마와 당근... ",http://www.hani.co.kr/arti/culture/culture_general/962807.html
37822,2020.09.21.,매일신문,[푸드큐레이터 노유진의 음식이야기] 우리에게 필요한 회복식,"  그리고 이 실험에 사용했던 과일과 채소는 일상에서 늘 챙겨 먹는 제철 사과, 감귤, 딸기, 키위, 바나나, 자몽, 시금치, 당근, 오이, 상추 등 10가지 농산물이었다. 여기에 영양의 균형을 고려해 양질의 단백질 식품과 적절한... ",https://news.imaeil.com/Flavor/2020092017074942847
39586,2020.09.22.,ㅍㅍㅅㅅ,양상추 없는 샌드위치: 단단해도 달달하게 즐기자,"  폭우와 폭염, 태풍 피해에 대한 우려를 담은 기사는 끊임없이 쏟아지고 있다. 하지만 올해는 코로나19라는... 태풍이 훑고 간 이즈음에는 오래 보관해도 괜찮은 양파, 양배추, 당근, 방울토마토와 같은 단단한 채소가... ",https://ppss.kr/archives/225425
40943,2020.09.23.,뉴제주일보,인문예술공간에 '올바른 농부학교' 마련,"  이달부터 제주의 대표적인 겨울 작품 무, 당근, 비트, 콜라비, 양배추, 브로콜리를 직접 농사지어 내년 1월... 총 5회의 수업을 통해 모종심기, 벌레잡기, 잡초뽑기, 수확 등 농사의 전 경험을 농부들과 함께 할 계획이다. ",http://www.jejuilbo.net/news/articleView.html?idxno=151504
