"date","요일","가격","유가","김장","태풍","토마토_가중_강수량"
"2016.3.17","목요일",3541,41.54,1.95599,1.95599,0.187220098
"2016.3.18","금요일",3415,41.2,2.39608,2.39608,8.785545239
"2016.3.19","토요일",3426,40.68008198,3.86308,3.86308,0
"2016.3.21","월요일",3507,41.54,4.52322,4.52322,0
"2016.3.22","화요일",3367,41.79,3.08068,3.08068,0
"2016.3.23","수요일",3362,40.47,3.17848,3.17848,0.978518114
"2016.3.24","목요일",3351,40.44,3.44743,3.44743,0.185235755
"2016.3.25","금요일",3364,39.65709574,3.74083,3.74083,0.173857637
"2016.3.26","토요일",3181,39.49873939,2.51833,2.51833,0.423994174
"2016.3.28","월요일",3286,40.27,2.51833,2.51833,0
"2016.3.29","화요일",3146,39.14,1.76039,1.76039,0.110212998
"2016.3.30","수요일",3051,39.26,1.56479,1.56479,0
"2016.3.31","목요일",3267,39.6,1.78484,1.78484,0.000873839
"2016.4.1","금요일",3314,38.67,1.95599,1.95599,0
"2016.4.2","토요일",3345,39.57808698,2.07823,2.07823,0
"2016.4.4","월요일",3143,37.69,3.17848,3.17848,1.439796104
"2016.4.5","화요일",3030,37.87,1.80929,1.80929,0
"2016.4.6","수요일",2952,39.84,1.73594,1.73594,12.09666849
"2016.4.7","목요일",3039,39.43,2.24938,2.24938,21.75459676
"2016.4.8","금요일",2883,41.94,1.76039,1.76039,0
"2016.4.9","토요일",2798,41.28532347,1.95599,1.95599,0.017804478
"2016.4.11","월요일",2760,42.83,2.24938,2.24938,0.204806117
"2016.4.12","화요일",2678,44.69,2.49388,2.49388,0.622719825
"2016.4.13","수요일",2602,44.18,2.24938,2.24938,13.54176224
"2016.4.14","목요일",2767,43.84,1.76039,1.76039,0
"2016.4.15","금요일",2609,43.1,2.15158,2.15158,0
"2016.4.16","토요일",2386,44.02262691,1.93154,1.93154,35.45221191
"2016.4.18","월요일",2315,42.91,2.27383,2.27383,2.095193883
"2016.4.19","화요일",2210,44.03,2.39608,2.39608,0.028945931
"2016.4.20","수요일",2053,45.8,2.59168,2.59168,1.237393046
"2016.4.21","목요일",2048,44.53,2.22493,2.22493,30.66592026
"2016.4.22","금요일",1972,45.11,2.02933,2.02933,0
"2016.4.23","토요일",1877,45.91976056,2.61613,2.61613,0.020098307
"2016.4.25","월요일",1837,44.48,2.05378,2.05378,0
"2016.4.26","화요일",1771,45.74,1.93154,1.93154,1.788931367
"2016.4.27","수요일",1779,47.18,2.15158,2.15158,24.14012379
"2016.4.28","목요일",1902,48.14,2.34718,2.34718,2.393555434
"2016.4.29","금요일",1905,48.13,2.86063,2.86063,0.073894047
"2016.4.30","토요일",1889,45.87025124,2.54278,2.54278,0
"2016.5.2","월요일",1712,45.83,1.76039,1.76039,10.57112689
"2016.5.3","화요일",1683,44.97,5.55012,5.55012,29.12131804
"2016.5.4","수요일",1540,44.62,3.54523,3.54523,0.299472055
"2016.5.5","목요일",1623,45.01,4.52322,4.52322,0.907500455
"2016.5.6","금요일",1501,45.37,3.76528,3.76528,2.104678682
"2016.5.7","토요일",1388,45.90897674,3.93643,3.93643,0
"2016.5.9","월요일",1298,43.63,4.62102,4.62102,0.265883852
"2016.5.10","화요일",1238,45.52,3.54523,3.54523,22.9543783
"2016.5.11","수요일",1193,47.6,2.20048,2.20048,0.765720007
"2016.5.12","목요일",1350,48.08,2.15158,2.15158,0
"2016.5.13","금요일",1305,47.83,2.10268,2.10268,0.072947388
"2016.5.14","토요일",1224,47.43558304,2.29828,2.29828,0
"2016.5.16","월요일",1175,48.97,2.34718,2.34718,5.889441107
"2016.5.17","화요일",1196,49.28,2.56723,2.56723,0
"2016.5.18","수요일",1230,48.93,3.56968,3.56968,0
"2016.5.19","목요일",1231,48.81,2.37163,2.37163,0
"2016.5.20","금요일",1285,48.72,1.98044,1.98044,0
"2016.5.21","토요일",1299,49.14469827,2.37163,2.37163,0
"2016.5.23","월요일",1289,48.35,2.59168,2.59168,0.008902239
"2016.5.24","화요일",1282,48.61,2.49388,2.49388,23.53790279
"2016.5.25","수요일",1299,49.74,3.08068,3.08068,0
"2016.5.26","목요일",1261,49.59,2.56723,2.56723,0.107427635
"2016.5.27","금요일",1264,49.32,2.27383,2.27383,0.15430548
"2016.5.28","토요일",1175,50.05599849,2.64058,2.64058,0.580884762
"2016.5.30","월요일",1095,49.76,3.47188,3.47188,0
"2016.5.31","화요일",1061,49.69,3.27628,3.27628,0
"2016.6.1","수요일",1032,49.72,2.81173,2.81173,0
"2016.6.2","목요일",1040,50.04,2.44498,2.44498,0.043418897
"2016.6.3","금요일",1012,49.64,2.12713,2.12713,0.043418897
"2016.6.4","토요일",978,50.32651796,2.46943,2.46943,4.413744766
"2016.6.6","월요일",923,50.55,2.93398,2.93398,0.570216639
"2016.6.7","화요일",904,51.44,2.20048,2.20048,0.348880393
"2016.6.8","수요일",885,52.51,2.51833,2.51833,1.273147642
"2016.6.9","목요일",889,51.95,2.32273,2.32273,0
"2016.6.10","금요일",888,50.54,1.83374,1.83374,0
"2016.6.11","토요일",846,50.21112824,2.61613,2.61613,2.714527581
"2016.6.13","월요일",820,50.35,1.90709,1.90709,0.129091571
"2016.6.14","화요일",824,49.83,2.17603,2.17603,0.668559985
"2016.6.15","수요일",830,48.97,2.32273,2.32273,6.591989805
"2016.6.16","목요일",866,47.19,2.90953,2.90953,1.033606408
"2016.6.17","금요일",915,49.17,2.02933,2.02933,0
"2016.6.18","토요일",886,49.93878622,1.98044,1.98044,1.001929729
"2016.6.20","월요일",874,50.65,2.12713,2.12713,6.956544693
"2016.6.21","화요일",879,50.62,2.49388,2.49388,0.290551611
"2016.6.22","수요일",855,49.88,2.32273,2.32273,9.875004551
"2016.6.23","목요일",904,50.91,2.61613,2.61613,0.145148371
"2016.6.24","금요일",865,48.41,2.51833,2.51833,32.64170763
"2016.6.25","토요일",821,49.2114071,1.71149,1.71149,0
"2016.6.27","월요일",805,47.16,1.83374,1.83374,1.05354087
"2016.6.28","화요일",808,48.58,2.61613,2.61613,0.844711451
"2016.6.29","수요일",802,50.61,2.02933,2.02933,1.509739669
"2016.6.30","목요일",860,49.68,2.00488,2.00488,1.468232296
"2016.7.1","금요일",859,50.35,1.78484,1.78484,67.66894229
"2016.7.2","토요일",801,48.63474028,1.85819,1.85819,25.4423266
"2016.7.4","월요일",809,50.1,2.29828,2.29828,58.9003823
"2016.7.5","화요일",888,47.96,2.10268,2.10268,65.20196614
"2016.7.6","수요일",940,48.8,2.20048,2.20048,24.71558347
"2016.7.7","목요일",995,46.4,1.98044,1.98044,0.734480248
"2016.7.8","금요일",1127,46.76,2.71393,2.71393,1.285508829
"2016.7.9","토요일",1238,48.37426344,1.78484,1.78484,0.037411251
"2016.7.11","월요일",1284,46.25,2.49388,2.49388,3.288421628
"2016.7.12","화요일",1322,48.47,2.44498,2.44498,10.76002185
"2016.7.13","수요일",1373,46.26,2.32273,2.32273,0.319206263
"2016.7.14","목요일",1292,47.37,2.07823,2.07823,4.965137448
"2016.7.15","금요일",1292,47.61,2.07823,2.07823,1.235335882
"2016.7.16","토요일",1087,46.84284103,2.20048,2.20048,41.05965775
"2016.7.18","월요일",1053,46.96,2.54278,2.54278,0.057691608
"2016.7.19","화요일",1022,46.66,2.61613,2.61613,0.071545603
"2016.7.20","수요일",976,47.17,2.27383,2.27383,0.096850537
"2016.7.21","목요일",1033,46.2,3.30073,3.30073,0
"2016.7.22","금요일",1136,45.69,2.81173,2.81173,0
"2016.7.23","토요일",1264,44.4545277,2.86063,2.86063,2.809939924
"2016.7.25","월요일",1327,44.72,2.86063,2.86063,5.212324777
"2016.7.26","화요일",1452,44.87,2.81173,2.81173,0.008738394
"2016.7.27","수요일",1493,43.47,2.51833,2.51833,0.991662115
"2016.7.28","목요일",1525,42.7,2.42053,2.42053,1.156125979
"2016.7.29","금요일",1394,42.46,4.03422,4.03422,13.96652103
"2016.7.30","토요일",1059,42.97060425,3.66748,3.66748,5.320881121
"2016.8.1","월요일",1018,42.14,3.08068,3.08068,3.558346987
"2016.8.2","화요일",1010,41.8,3.08068,3.08068,3.166266157
"2016.8.3","수요일",1080,43.1,3.32518,3.32518,1.987584198
"2016.8.4","목요일",1070,44.29,2.54278,2.54278,0.633861278
"2016.8.5","금요일",1053,44.27,2.88508,2.88508,0.210558893
"2016.8.6","토요일",914,44.1694971,2.76283,2.76283,0.688367013
"2016.8.8","월요일",1042,45.39,3.32518,3.32518,5.230384125
"2016.8.9","화요일",1050,44.98,3.88753,3.88753,0.485017295
"2016.8.10","수요일",1115,44.05,4.74327,4.74327,0
"2016.8.11","목요일",1151,46.04,3.22738,3.22738,0
"2016.8.12","금요일",1165,46.97,2.90953,2.90953,0
"2016.8.13","토요일",1067,48.03016789,2.71393,2.71393,0
"2016.8.15","월요일",1071,48.35,2.93398,2.93398,2.285909339
"2016.8.16","화요일",1059,49.23,3.64303,3.64303,2.672656108
"2016.8.17","수요일",1046,49.85,4.35207,4.35207,0.55314036
"2016.8.18","목요일",1116,50.89,3.03178,3.03178,0.765938467
"2016.8.19","금요일",1170,50.88,3.52078,3.52078,0.698853086
"2016.8.20","토요일",1148,50.12925063,2.51833,2.51833,0.130784635
"2016.8.22","월요일",1133,49.16,3.78973,3.78973,0.899581285
"2016.8.23","화요일",1213,49.96,3.81418,3.81418,1.880611688
"2016.8.24","수요일",1305,49.05,3.78973,3.78973,0.036919716
"2016.8.25","목요일",1423,49.67,3.34963,3.34963,4.440542509
"2016.8.26","금요일",1515,49.92,3.83863,3.83863,16.13002003
"2016.8.27","토요일",1590,48.34603516,2.76283,2.76283,0.867139996
"2016.8.29","월요일",1737,49.26,4.62102,4.62102,6.325050064
"2016.8.30","화요일",1948,48.37,4.20537,4.20537,1.563571819
"2016.8.31","수요일",2238,47.04,3.49633,3.49633,9.097305662
"2016.9.1","목요일",2597,45.45,3.64303,3.64303,1.961587475
"2016.9.2","금요일",2873,46.83,3.49633,3.49633,22.64474786
"2016.9.3","토요일",3152,47.71843531,3.61858,3.61858,14.96967049
"2016.9.5","월요일",3003,47.63,3.88753,3.88753,2.151720371
"2016.9.6","화요일",3169,47.26,3.61858,3.61858,0
"2016.9.7","수요일",3008,47.98,5.42787,5.42787,1.300600765
"2016.9.8","목요일",3316,49.99,4.91442,4.91442,3.099617695
"2016.9.9","금요일",3646,48.01,4.44987,4.44987,2.5992718
"2016.9.10","토요일",3088,47.77220595,2.73838,2.73838,4.091115966
"2016.9.12","월요일",2259,48.32,4.40097,4.40097,9.438703805
"2016.9.13","화요일",1991,47.1,2.90953,2.90953,0.057891862
"2016.9.14","수요일",962,45.85,2.15158,2.15158,0.047788094
"2016.9.17","토요일",1563,46.2604035,4.35207,4.35207,82.292718
"2016.9.19","월요일",1208,45.95,5.06112,5.06112,0.289058802
"2016.9.20","화요일",1460,45.88,4.81662,4.81662,0
"2016.9.21","수요일",1745,46.83,5.74572,5.74572,0
"2016.9.22","목요일",1899,47.65,5.13447,5.13447,0.018587293
"2016.9.23","금요일",1962,45.89,5.13447,5.13447,0
"2016.9.24","토요일",1873,47.07071786,4.76772,4.76772,0
"2016.9.26","월요일",1967,47.35,5.72127,5.72127,1.713307846
"2016.9.27","화요일",2020,45.97,5.59902,5.59902,6.920098307
"2016.9.28","수요일",2272,48.69,5.23227,5.23227,9.53076643
"2016.9.29","목요일",2423,49.24,5.18337,5.18337,1.297141817
"2016.9.30","금요일",2781,49.06,5.28117,5.28117,14.0810304
"2016.10.1","토요일",2861,50.09915281,4.13202,4.13202,2.975787366
"2016.10.3","월요일",3222,50.89,5.67237,5.67237,13.86502822
"2016.10.4","화요일",3420,50.87,6.30806,6.30806,0.9613144
"2016.10.5","수요일",3439,51.86,7.60391,7.60391,49.85250319
"2016.10.6","목요일",3552,52.51,6.55256,6.55256,0.115783725
"2016.10.7","금요일",3607,51.93,6.06356,6.06356,10.5828509
"2016.10.8","토요일",3407,51.9765773,6.13691,6.13691,24.09996359
"2016.10.10","월요일",3655,53.14,7.67726,7.67726,0
"2016.10.11","화요일",3393,52.41,8.36185,8.36185,0
"2016.10.12","수요일",3485,51.81,8.60635,8.60635,0.028945931
"2016.10.13","목요일",3483,52.03,9.2665,9.2665,0
"2016.10.14","금요일",3853,51.95,10,10,0
"2016.10.15","토요일",3651,52.3684253,7.16381,7.16381,0
"2016.10.17","월요일",3593,51.52,11.71149,11.71149,0.348206809
"2016.10.18","화요일",3246,51.68,12.34718,12.34718,0.072364828
"2016.10.19","수요일",3249,52.67,12.15158,12.15158,0
"2016.10.20","목요일",2979,51.38,13.81418,13.81418,0.188148553
"2016.10.21","금요일",2855,51.78,15.77017,15.77017,1.428909521
"2016.10.22","토요일",2364,51.34804327,8.85085,8.85085,0.959093392
"2016.10.24","월요일",2364,51.46,18.2396,18.2396,0.041234298
"2016.10.25","화요일",2154,50.79,20.63569,20.63569,17.22876388
"2016.10.26","수요일",2184,49.98,18.65525,18.65525,0.089932642
"2016.10.27","목요일",2087,50.47,19.8533,19.8533,0.020899326
"2016.10.28","금요일",2113,49.71,19.43765,19.43765,5.845075551
"2016.10.29","토요일",1896,48.88410302,19.77995,19.77995,1.851356272
"2016.10.31","월요일",2070,48.3,33.10513,33.10513,0.362443109
"2016.11.1","화요일",1945,48.14,35.01222,35.01222,0
"2016.11.2","수요일",2163,46.86,35.57457,35.57457,0.053413435
"2016.11.3","목요일",2113,46.35,45.57457,45.57457,0.100309485
"2016.11.4","금요일",2434,45.58,41.44254,41.44254,0
"2016.11.5","토요일",2177,46.05398663,41.83374,41.83374,0.49208083
"2016.11.7","월요일",2367,46.15,62.95843,62.95843,1.991079556
"2016.11.8","화요일",2283,46.04,56.84596,56.84596,2.26186055
"2016.11.9","수요일",2395,46.36,51.88264,51.88264,0
"2016.11.10","목요일",2481,45.84,56.08801,56.08801,3.597123612
"2016.11.11","금요일",2498,44.75,61.07579,61.07579,1.071909703
"2016.11.12","토요일",2302,45.63456584,66.43031,66.43031,0
"2016.11.14","월요일",2389,44.43,82.15158,82.15158,2.749663208
"2016.11.15","화요일",2256,46.95,72.02933,72.02933,0
"2016.11.16","수요일",2410,46.63,66.13691,66.13691,0
"2016.11.17","목요일",2443,46.49,71.46699,71.46699,0
"2016.11.18","금요일",2391,46.86,80.29339,80.29339,13.25756417
"2016.11.19","토요일",2227,47.68520037,86.25916,86.25916,1.110540688
"2016.11.21","월요일",2341,48.9,80.26894,80.26894,0.154742399
"2016.11.22","화요일",2321,49.12,80.90464,80.90464,1.611887857
"2016.11.23","수요일",2248,48.95,69.6088,69.6088,0.063444384
"2016.11.24","목요일",2311,49,80.75794,80.75794,0.000873839
"2016.11.25","금요일",2358,47.24,82.68948,82.68948,0
"2016.11.26","토요일",2280,48.56710756,82.78728,82.78728,2.786127799
"2016.11.28","월요일",2414,48.24,70.75794,70.75794,0
"2016.11.29","화요일",2470,46.38,63.86308,63.86308,0.120881121
"2016.11.30","수요일",2396,50.47,58.06845,58.06845,2.248170399
"2016.12.1","목요일",2448,53.94,59.82885,59.82885,0.132896414
"2016.12.2","금요일",2865,54.46,65.40342,65.40342,0
"2016.12.3","토요일",3135,53.00674286,63.71638,63.71638,0
"2016.12.5","월요일",3404,54.94,43.54523,43.54523,0.170671764
"2016.12.6","화요일",3300,53.93,42.64058,42.64058,0
"2016.12.7","수요일",3473,53,39.38875,39.38875,0.144074276
"2016.12.8","목요일",3514,53.89,37.06601,37.06601,1.519006008
"2016.12.9","금요일",3338,54.33,38.11735,38.11735,1.72339341
"2016.12.10","토요일",3215,54.52398924,38.21515,38.21515,0
"2016.12.12","월요일",3246,55.69,27.67726,27.67726,0.293864919
"2016.12.13","화요일",3252,55.72,23.15403,23.15403,0.880356818
"2016.12.14","수요일",3014,53.9,23.76528,23.76528,3.839614054
"2016.12.15","목요일",3277,54.02,21.39364,21.39364,0.062880029
"2016.12.16","금요일",3021,55.21,20.34229,20.34229,0.006116876
"2016.12.17","토요일",2931,55.36426932,19.68215,19.68215,0
"2016.12.19","월요일",3099,54.92,14.44987,14.44987,5.516766794
"2016.12.20","화요일",3097,55.35,12.88508,12.88508,0.025814673
"2016.12.21","수요일",2831,54.46,13.00733,13.00733,28.07309303
"2016.12.22","목요일",3069,55.05,9.97555,9.97555,17.72479519
"2016.12.23","금요일",2999,55.16,10.48899,10.48899,0.801838704
"2016.12.24","토요일",3000,55.71661144,9.1687,9.1687,0
"2016.12.26","월요일",3157,55.73512838,8.75305,8.75305,9.810740943
"2016.12.27","화요일",3129,56.09,7.82396,7.82396,4.929273621
"2016.12.28","수요일",2810,56.22,7.72616,7.72616,0
"2016.12.29","목요일",3234,56.14,6.99266,6.99266,0.217713453
"2016.12.30","금요일",2992,56.82,7.35941,7.35941,0
"2016.12.31","토요일",3055,55.70765676,6.62591,6.62591,0.006153286
"2017.1.2","월요일",3167,55.68433567,6.18581,6.18581,0.067621891
"2017.1.3","화요일",3095,55.47,6.50366,6.50366,0
"2017.1.4","수요일",2970,56.46,5.86797,5.86797,0
"2017.1.5","목요일",3148,56.89,5.13447,5.13447,2.935124378
"2017.1.6","금요일",3035,57.1,5.33007,5.33007,0.129452736
"2017.1.7","토요일",2959,55.52718878,5.23227,5.23227,0.426467662
"2017.1.9","월요일",3093,54.94,4.91442,4.91442,0.132358209
"2017.1.10","화요일",3044,53.64,5.52567,5.52567,0.007144279
"2017.1.11","수요일",2959,55.1,5.84352,5.84352,0.045870647
"2017.1.12","목요일",2519,56.01,4.62102,4.62102,0.164079602
"2017.1.13","금요일",2855,55.45,4.47432,4.47432,0.321393035
"2017.1.14","토요일",2668,55.36604335,4.44987,4.44987,0.04638806
"2017.1.16","월요일",2692,55.86,4.54767,4.54767,0
"2017.1.17","화요일",2627,55.47,5.06112,5.06112,0
"2017.1.18","수요일",2642,53.92,4.84107,4.84107,0
"2017.1.19","목요일",2685,54.16,4.42542,4.42542,0
"2017.1.20","금요일",2694,55.49,4.54767,4.54767,6.879263682
"2017.1.21","토요일",2570,55.40756297,3.71638,3.71638,0.72121393
"2017.1.23","월요일",2673,55.23,4.76772,4.76772,0.073333333
"2017.1.24","화요일",2600,55.44,4.22982,4.22982,0
"2017.1.25","수요일",2548,55.08,3.78973,3.78973,0
"2017.1.26","목요일",2730,56.24,4.76772,4.76772,0.046208955
"2017.1.27","금요일",2315,55.52,3.59413,3.59413,1.525472637
"2017.1.31","화요일",2391,55.7,4.86552,4.86552,0
"2017.2.1","수요일",2522,56.8,4.08312,4.08312,0
"2017.2.2","목요일",2554,56.56,5.30562,5.30562,0
"2017.2.3","금요일",2721,56.81,7.28606,7.28606,0
"2017.2.4","토요일",2692,55.87234396,4.79217,4.79217,1.103701493
"2017.2.6","월요일",2941,55.72,5.50122,5.50122,0
"2017.2.7","화요일",2849,55.05,5.33007,5.33007,0
"2017.2.8","수요일",2919,55.12,5.81907,5.81907,0.041950249
"2017.2.9","목요일",2999,55.63,5.37897,5.37897,0.152338308
"2017.2.10","금요일",2960,56.7,4.84107,4.84107,0.717492537
"2017.2.11","토요일",2921,56.12089791,4.76772,4.76772,0.131482587
"2017.2.13","월요일",3000,55.59,4.62102,4.62102,0.231860697
"2017.2.14","화요일",2918,55.97,5.50122,5.50122,0.017950249
"2017.2.15","수요일",2972,55.75,4.93887,4.93887,0
"2017.2.16","목요일",3116,55.65,5.59902,5.59902,1.547960199
"2017.2.17","금요일",2995,55.81,4.86552,4.86552,2.049910448
"2017.2.18","토요일",3008,56.1399815,4.15647,4.15647,0
"2017.2.20","월요일",3008,56.18,4.42542,4.42542,5.386766169
"2017.2.21","화요일",2789,56.66,4.57212,4.57212,0
"2017.2.22","수요일",2788,55.84,4.81662,4.81662,16.69852736
"2017.2.23","목요일",2881,56.58,4.18092,4.18092,0
"2017.2.24","금요일",2672,55.89,4.52322,4.52322,0
"2017.2.25","토요일",2748,55.75194944,3.59413,3.59413,0
"2017.2.27","월요일",2871,55.93,4.57212,4.57212,0.071442786
"2017.2.28","화요일",2731,55.59,3.71638,3.71638,0
"2017.3.1","수요일",2877,56.36,4.03422,4.03422,2.385174129
"2017.3.2","목요일",2924,55.08,3.69193,3.69193,3.521970149
"2017.3.3","금요일",2833,55.9,4.40097,4.40097,0
"2017.3.4","토요일",2830,54.77072411,4.35207,4.35207,0
"2017.3.6","월요일",2877,56.01,4.22982,4.22982,0.710288557
"2017.3.7","화요일",2608,55.92,4.71882,4.71882,0.639124378
"2017.3.8","수요일",2717,53.11,4.66992,4.66992,0.05080597
"2017.3.9","목요일",2788,52.19,4.05867,4.05867,0
"2017.3.10","금요일",2576,51.37,3.39853,3.39853,0
"2017.3.11","토요일",2576,53.00986127,3.96088,3.96088,0
"2017.3.13","월요일",2604,51.35,3.39853,3.39853,0.027383085
"2017.3.14","화요일",2482,50.92,2.73838,2.73838,1.463621891
"2017.3.15","수요일",2552,51.81,3.42298,3.42298,0
"2017.3.16","목요일",2634,51.74,3.34963,3.34963,0
"2017.3.17","금요일",2466,51.76,2.93398,2.93398,0
"2017.3.18","토요일",2474,50.77023252,2.86063,2.86063,0
"2017.3.20","월요일",2542,51.62,3.08068,3.08068,2.97641791
"2017.3.21","화요일",2406,50.96,2.86063,2.86063,2.279263682
"2017.3.22","수요일",2490,50.64,3.10513,3.10513,0
"2017.3.23","목요일",2594,50.56,3.69193,3.69193,0.231104478
"2017.3.24","금요일",2567,50.8,3.10513,3.10513,0
"2017.3.25","토요일",2634,50.95231237,2.49388,2.49388,5.906049751
"2017.3.27","월요일",2659,50.75,2.32273,2.32273,1.37800995
"2017.3.28","화요일",2556,51.33,3.10513,3.10513,0.814905473
"2017.3.29","수요일",2633,52.42,3.39853,3.39853,1.181154229
"2017.3.30","목요일",2693,52.96,2.59168,2.59168,0
"2017.3.31","금요일",2657,52.83,2.71393,2.71393,5.564855721
"2017.4.1","토요일",2871,53.40236296,2.42053,2.42053,4.059641791
"2017.4.3","월요일",2855,53.12,3.00733,3.00733,0
"2017.4.4","화요일",2713,54.17,2.86063,2.86063,0
"2017.4.5","수요일",2651,54.36,3.56968,3.56968,19.52622886
"2017.4.6","목요일",2614,54.89,2.68948,2.68948,10.62714428
"2017.4.7","금요일",2516,55.24,3.15403,3.15403,0
"2017.4.8","토요일",2532,55.43596321,2.71393,2.71393,0.03080597
"2017.4.10","월요일",2307,55.98,3.12958,3.12958,0.144636816
"2017.4.11","화요일",2157,56.23,3.12958,3.12958,9.722766169
"2017.4.12","수요일",2041,55.86,3.00733,3.00733,0.016955224
"2017.4.13","목요일",1961,55.89,3.52078,3.52078,0
"2017.4.14","금요일",1715,55.29534362,2.81173,2.81173,1.350089552
"2017.4.15","토요일",1567,55.08711524,2.83618,2.83618,0.114069652
"2017.4.17","월요일",1495,55.36,2.54278,2.54278,16.8919204
"2017.4.18","화요일",1457,54.89,3.00733,3.00733,4.190169154
"2017.4.19","수요일",1522,52.93,2.64058,2.64058,0
"2017.4.20","목요일",1592,52.99,2.78728,2.78728,1.053532338
"2017.4.21","금요일",1580,51.96,3.49633,3.49633,0.101731343
"2017.4.22","토요일",1613,52.96430217,2.46943,2.46943,0.306308458
"2017.4.24","월요일",1618,51.6,2.73838,2.73838,0
"2017.4.25","화요일",1598,52.1,3.32518,3.32518,0.793273632
"2017.4.26","수요일",1693,51.82,3.76528,3.76528,1.128995025
"2017.4.27","목요일",1785,51.44,3.27628,3.27628,0
"2017.4.28","금요일",1796,51.73,2.88508,2.88508,0
"2017.4.29","토요일",1809,50.25817544,2.32273,2.32273,0.016955224
"2017.5.1","월요일",1856,51.52,2.98288,2.98288,0
