date,요일,가격,대파거래량,대파_가중_강수량,군산대_s1
2016.4.30,토요일,1866,481936.6,0,1
2016.5.2,월요일,1836,738463.5,12.74828113,0.2
2016.5.3,화요일,1837,623352.6,29.63866819,0.6
2016.5.4,수요일,1888,586651.2,0.163496308,0.6
2016.5.5,목요일,1669,651482.7,1.69096002,NA
2016.5.6,금요일,1484,601030.7,3.195798319,1
2016.5.7,토요일,1422,553076.9,0,NA
2016.5.9,월요일,1560,648826.4,0.516883117,0.842105263
2016.5.10,화요일,1699,640020.8,21.57384772,0.636363636
2016.5.11,수요일,1687,576989.7,0.487547746,0.333333333
2016.5.12,목요일,1554,610662.2,0,1
2016.5.13,금요일,1506,663915.7,0.059103641,0.941176471
2016.5.14,토요일,1430,622729.7,0,0.333333333
2016.5.16,월요일,1475,632516.2,4.991431118,0.534883721
2016.5.17,화요일,1466,601385.8,0,0.76
2016.5.18,수요일,1395,588664.3,0,0.789473684
2016.5.19,목요일,1303,622884.4,0,0.142857143
2016.5.20,금요일,1268,606709.1,0,0.142857143
2016.5.21,토요일,1173,558728.1,0,NA
2016.5.23,월요일,1368,563636.1,0.017354214,0.625
2016.5.24,화요일,1572,537330.1,25.2048001,0.703703704
2016.5.25,수요일,1734,527056.7,0,0.673469388
2016.5.26,목요일,1534,557434.7,0.068092692,0.733333333
2016.5.27,금요일,1352,586916.5,0.318105424,0.555555556
2016.5.28,토요일,1467,528938.6,1.141074612,NA
2016.5.30,월요일,1529,584209.6,0,0.8
2016.5.31,화요일,1538,573756.5,0,0.619047619
2016.6.1,수요일,1425,593074,0,0.523809524
2016.6.2,목요일,1230,582281.3,0.023567609,0.428571429
2016.6.3,금요일,1321,553553.6,0.023567609,0.666666667
2016.6.4,토요일,1329,514121.3,6.827336389,NA
2016.6.6,월요일,1443,503733.2,0.465317036,0.266666667
2016.6.7,화요일,1377,605623.5,0.526572447,0.407407407
2016.6.8,수요일,1274,584349.3,0.594308633,0.742857143
2016.6.9,목요일,1241,594516,0,0.836734694
2016.6.10,금요일,1143,582308.9,0,0.947368421
2016.6.11,토요일,1206,534959.2,2.164349376,0.666666667
2016.6.13,월요일,1229,615820.7,0.094805195,0.555555556
2016.6.14,화요일,1141,610851.1,0.407906799,0.674418605
2016.6.15,수요일,1137,577230.5,5.516488414,0.578947368
2016.6.16,목요일,1149,516869.3,0.619365928,0.142857143
2016.6.17,금요일,1088,570654.5,0,0.538461538
2016.6.18,토요일,1053,547263.7,1.604660046,NA
2016.6.20,월요일,1249,582692.8,12.12818946,0.25
2016.6.21,화요일,1300,599829.3,0.290590782,NA
2016.6.22,수요일,1242,581014,12.36578813,0.428571429
2016.6.23,목요일,1151,563842.4,0.098446651,NA
2016.6.24,금요일,1056,552351.6,34.97206519,0.625
2016.6.25,토요일,1119,441099.6,0,1
2016.6.27,월요일,1127,628489.2,1.832785842,1
2016.6.28,화요일,989,618579.3,1.664043799,0.6
2016.6.29,수요일,913,602519.8,2.735103132,0.272727273
2016.6.30,목요일,911,562750.2,1.013483575,0.454545455
2016.7.1,금요일,1025,496949.5,62.80892539,0.857142857
2016.7.2,토요일,1201,460996.4,28.4995671,0.333333333
2016.7.4,월요일,1298,606462.2,39.38405908,0.818181818
2016.7.5,화요일,1260,557212.3,46.04903234,0.285714286
2016.7.6,수요일,1061,550406.5,16.19442322,0.333333333
2016.7.7,목요일,1015,497331.5,0.549796282,1
2016.7.8,금요일,932,562561.4,2.530735931,0.769230769
2016.7.9,토요일,801,565319.3,0.01157372,1
2016.7.11,월요일,961,574644,2.563279857,0.555555556
2016.7.12,화요일,965,583428.8,19.2921696,0.818181818
2016.7.13,수요일,984,496569.1,0.569786096,0.578947368
2016.7.14,목요일,906,576590.9,2.773720397,0.411764706
2016.7.15,금요일,829,569515.8,0.817201426,1
2016.7.16,토요일,988,515865.4,31.57235803,0.333333333
2016.7.18,월요일,1213,495633.6,0.046600458,0.714285714
2016.7.19,화요일,944,640918.7,0.109638401,0.529411765
2016.7.20,수요일,853,644030.4,0.053514133,0.789473684
2016.7.21,목요일,699,606923.6,0,1
2016.7.22,금요일,736,569529.5,0,0.5
2016.7.23,토요일,767,508106.8,1.650445633,NA
2016.7.25,월요일,917,540896.1,2.445594601,0.388888889
2016.7.26,화요일,810,589653.3,0.018716578,0.363636364
2016.7.27,수요일,767,562606.7,1.474586198,0.75
2016.7.28,목요일,860,501002.1,0.893366437,0.6
2016.7.29,금요일,861,489444.6,11.06297428,0.304347826
2016.7.30,토요일,992,382650,3.165711739,NA
2016.8.1,월요일,1121,508693.9,1.72438248,1
2016.8.2,화요일,1064,520813.8,1.44246244,0
2016.8.3,수요일,1081,512254.2,1.864298447,NA
2016.8.4,목요일,1099,587958,1.07486631,1
2016.8.5,금요일,1598,534537.4,0.385357779,0.625
2016.8.6,토요일,1358,118396.6,0.906531704,0.6
2016.8.8,월요일,1578,633266.1,3.92438248,0.5
2016.8.9,화요일,1112,652656,0.457512096,0.846153846
2016.8.10,수요일,932,583927.9,0,0
2016.8.11,목요일,930,534345.2,0,0.894736842
2016.8.12,금요일,952,555524.9,0,0.333333333
2016.8.13,토요일,1119,486504,0,0
2016.8.15,월요일,1320,485318.9,2.393888464,1
2016.8.16,화요일,1307,539491,1.501769799,0.36
2016.8.17,수요일,1355,534369.2,0.66232493,0.517241379
2016.8.18,목요일,1576,470750.9,0.289330278,0.80952381
2016.8.19,금요일,1434,549061.4,0.776012223,0.741935484
2016.8.20,토요일,1480,525219.2,0.226279603,1
2016.8.22,월요일,1389,606516.9,0.319149478,0.457142857
2016.8.23,화요일,1337,582346.6,2.691303794,0.578947368
2016.8.24,수요일,1326,569781,0.061955691,0.625
2016.8.25,목요일,1321,557533.9,3.114311179,0.65
2016.8.26,금요일,1379,560203.2,12.41674306,NA
2016.8.27,토요일,1600,455128.5,1.360071301,1
2016.8.29,월요일,1791,589350.5,3.241061879,0.588235294
2016.8.30,화요일,1782,605512.4,0.948370257,0.652173913
2016.8.31,수요일,1858,631004.9,7.604558187,0.333333333
2016.9.1,목요일,1942,606211.2,1.128545964,0.170731707
2016.9.2,금요일,1922,697038.8,18.82834225,0.777777778
2016.9.3,토요일,1984,656332.8,7.314896868,0.0769230769
2016.9.5,월요일,1706,895350.1,1.308135982,0.826086957
2016.9.6,화요일,1573,781826.5,0,0.666666667
2016.9.7,수요일,1361,805943.9,0.695645531,0.481481481
2016.9.8,목요일,1192,738882.4,2.750038197,0.756097561
2016.9.9,금요일,1233,727312.9,1.32846957,0.395348837
2016.9.10,토요일,1202,714677.6,3.680723198,NA
2016.9.12,월요일,1439,789670.3,6.316730328,0.324675325
2016.9.13,화요일,2202,789949.2,0.031423478,0.68627451
2016.9.14,수요일,2231,421061.3,0.032925898,0.6
2016.9.17,토요일,3182,2396,88.38525592,NA
2016.9.19,월요일,1530,737716.2,0.345034377,0.555555556
2016.9.20,화요일,1791,651265.2,0,0.52173913
2016.9.21,수요일,2095,607462.1,0,0.673469388
2016.9.22,목요일,1915,623238.4,0.016959511,0.616438356
2016.9.23,금요일,1744,671723.2,0,0.524752475
2016.9.24,토요일,1524,612269.8,0,0.416666667
2016.9.26,월요일,1555,673648.9,1.911764706,0.559322034
2016.9.27,화요일,1557,669771.8,5.425426534,0.633333333
2016.9.28,수요일,1604,578699.2,9.239330278,0.555555556
2016.9.29,목요일,1431,591521.2,1.445161701,0.533333333
2016.9.30,금요일,1395,609556.7,21.62820219,0.592592593
2016.10.1,토요일,1436,560209.2,5.365189712,0.6
2016.10.3,월요일,1923,549162,11.5846957,0.666666667
2016.10.4,화요일,1678,586382.2,1.840132417,0.717948718
2016.10.5,수요일,1645,640951,55.22664884,0.807017544
2016.10.6,목요일,1978,497591.2,0.062846957,0.48
2016.10.7,금요일,1684,624897.7,8.406226127,0.5
2016.10.8,토요일,1729,621372.4,28.4697861,0.466666667
2016.10.10,월요일,1801,663207.6,0,0.358490566
2016.10.11,화요일,1786,687843.9,0,0.571428571
2016.10.12,수요일,1661,635645.5,0.015711739,0.333333333
2016.10.13,목요일,1614,622370.5,0,0.75
2016.10.14,금요일,1547,627668.9,0,0.45
2016.10.15,토요일,1587,555130.5,0,0.384615385
2016.10.17,월요일,1651,610154,0.423554876,0.444444444
2016.10.18,화요일,1627,613389.4,0.039279348,0.25
2016.10.19,수요일,1529,609324.4,0,0.666666667
2016.10.20,목요일,1500,609795.5,0.102126305,0.84
2016.10.21,금요일,1443,596343.4,1.186567354,0.632653061
2016.10.22,토요일,1472,583955,1.04311179,NA
2016.10.24,월요일,1644,619014.9,0.07841864,0.538461538
2016.10.25,화요일,1711,625350.5,15.44837026,0.304347826
2016.10.26,수요일,2067,468590.2,0.190145149,0.246753247
2016.10.27,목요일,1668,611716.7,0.014629488,0.490196078
2016.10.28,금요일,1595,611153.1,6.47223071,0.647058824
2016.10.29,토요일,1711,623730.7,1.014349376,1
2016.10.31,월요일,1668,680578.2,0.672256175,0.591836735
2016.11.1,화요일,1684,597649,0,0.58974359
2016.11.2,수요일,1731,581036.2,0.104125286,0.6875
2016.11.3,목요일,1816,596652.8,0.107435702,0.449275362
2016.11.4,금요일,1802,641191.4,0,0.578947368
2016.11.5,토요일,1764,647148,0.267099567,0.333333333
2016.11.7,월요일,1636,716314.5,1.630061115,0.519230769
2016.11.8,화요일,1758,642042.7,2.300178253,0.473684211
2016.11.9,수요일,1690,649749.4,0,0.44
2016.11.10,목요일,1651,639692.5,4.137713267,0.5
2016.11.11,금요일,1829,600312.9,1.234046346,0.147540984
2016.11.12,토요일,1842,624767.6,0,1
2016.11.14,월요일,1904,689599.6,4.636541889,NA
2016.11.15,화요일,1971,648202.8,0,0.829787234
2016.11.16,수요일,1932,671013.8,0,0.947368421
2016.11.17,목요일,1907,640590.5,0,0.433962264
2016.11.18,금요일,2075,638563,17.28899924,0.333333333
2016.11.19,토요일,2042,690122.2,1.15925643,0.636363636
2016.11.21,월요일,1995,767681.1,0.263419913,0.263157895
2016.11.22,화요일,1976,697495.8,0.922561752,0.272727273
2016.11.23,수요일,2037,673630.1,0.036325439,0.4
2016.11.24,목요일,2118,682145.6,0.001871658,0.777777778
2016.11.25,금요일,2035,672042.7,0,0.375
2016.11.26,토요일,1885,703351.6,4.005143876,1
2016.11.28,월요일,1815,717006.3,0,0.296296296
2016.11.29,화요일,1824,676332.9,0.06065699,1
2016.11.30,수요일,1800,651334.4,2.450305577,0.5
2016.12.1,목요일,1761,669703.8,0.089330278,0.777777778
2016.12.2,금요일,1861,649008.1,0,1
2016.12.3,토요일,1972,584636.8,0,NA
2016.12.5,월요일,1929,749440.2,0.190056022,1
2016.12.6,화요일,2095,617504.9,0,0.823529412
2016.12.7,수요일,2148,638786.2,0.092360581,0.642857143
2016.12.8,목요일,2177,613453.2,1.923274764,0.733333333
2016.12.9,금요일,2058,671976.3,1.245238095,0.666666667
2016.12.10,토요일,1976,677753,0,1
2016.12.12,월요일,1888,753408.6,0.487254902,0.862068966
2016.12.13,화요일,1895,665991.9,0.483027757,0.333333333
2016.12.14,수요일,1879,682538.8,2.163152534,0.348837209
2016.12.15,목요일,1995,615741,0.121161192,0.304347826
2016.12.16,금요일,1986,646481.9,0.013101604,0.5
2016.12.17,토요일,1859,711529,0,1
2016.12.19,월요일,1916,728744.7,8.099503438,0.692307692
2016.12.20,화요일,1852,682155.6,0.009587471,0.571428571
2016.12.21,수요일,1841,666256.5,26.40249554,-0.0526315789
2016.12.22,목요일,1860,653104,13.65453272,0.428571429
2016.12.23,금요일,1845,658063.7,0.711153552,0.777777778
2016.12.24,토요일,1840,574500.1,0,0.6
2016.12.26,월요일,1877,713331.2,11.31990069,0.363636364
2016.12.27,화요일,1961,692927.9,2.719047619,0.636363636
2016.12.28,수요일,1987,666174.5,0,0.857142857
2016.12.29,목요일,1953,700296.9,0.221721416,1
2016.12.30,금요일,2019,715877.3,0,0.5
2016.12.31,토요일,2063,744947.4,0.010325949,0.375
2017.1.2,월요일,2090,137538.1,0.08766,0.222222222
2017.1.3,화요일,1981,960758.6,0,0.243243243
2017.1.4,수요일,2029,792801.6,0,0.222222222
2017.1.5,목요일,1854,842077.2,1.76885,0.866666667
2017.1.6,금요일,1815,804200,0.17896,1
2017.1.7,토요일,1640,794772.7,0.78214,-0.333333333
2017.1.9,월요일,1768,837354.9,0.09918,0.636363636
2017.1.10,화요일,1659,868972.1,0.0066,0.3125
2017.1.11,수요일,1706,738994.2,0.03204,-0.333333333
2017.1.12,목요일,1621,798703.6,0.17647,-0.333333333
2017.1.13,금요일,1563,819495.1,0.27642,0.924528302
2017.1.14,토요일,1611,686495.6,0.06613,0.777777778
2017.1.16,월요일,1772,846140.2,0,0.894736842
2017.1.17,화요일,1714,832286.1,0,1
2017.1.18,수요일,1693,836283.7,0,0.764705882
2017.1.19,목요일,1710,877808.3,0,0.2
2017.1.20,금요일,1775,831342,4.62506,0.6
2017.1.21,토요일,1872,756617.1,0.74961,0
2017.1.23,월요일,1998,1013239,0.11134,0.368421053
2017.1.24,화요일,1925,900637.6,0,0.555555556
2017.1.25,수요일,1797,960661.8,0,0.818181818
2017.1.26,목요일,1822,969430.4,0.1035,0.6
2017.1.27,금요일,1581,530866.5,1.3309,0.666666667
2017.1.31,화요일,1828,133313,0,0.333333333
2017.2.1,수요일,1717,783049.5,0,0.538461538
2017.2.2,목요일,1819,666148.8,0,0.125
2017.2.3,금요일,1798,689073.2,0,0.666666667
2017.2.4,토요일,1739,733620,2.12191,0.333333333
2017.2.6,월요일,1720,873921.8,0,0.724137931
2017.2.7,화요일,1722,711363.6,0,0.393939394
2017.2.8,수요일,1739,712709.4,0.06266,0.733333333
2017.2.9,목요일,1775,685390.5,0.19635,0.444444444
2017.2.10,금요일,1923,684269.4,1.25114,0.7
2017.2.11,토요일,1993,594516.7,0.23396,0.6
2017.2.13,월요일,1863,794876.8,0.2021,0.2
2017.2.14,화요일,1912,678207.5,0.01461,0.567567568
2017.2.15,수요일,1795,762540.7,0,0.428571429
2017.2.16,목요일,1848,666804.3,2.14066,1
2017.2.17,금요일,1814,730420.6,1.75278,NA
2017.2.18,토요일,1790,748967.6,0,0.25
2017.2.20,월요일,1870,774544.9,4.12335,0.0769230769
2017.2.21,화요일,1897,683549.8,0,0.238095238
2017.2.22,수요일,1927,694106.8,17.18585,0.666666667
2017.2.23,목요일,2087,600446.6,0,0.333333333
2017.2.24,금요일,2029,642459.7,0,-0.333333333
2017.2.25,토요일,2039,703758.1,0,1
2017.2.27,월요일,2043,805604.1,0.04216,0.428571429
2017.2.28,화요일,2005,825618.7,0,NA
2017.3.1,수요일,2296,646826.4,2.42397,0.333333333
2017.3.2,목요일,2498,646757.5,2.05097,0.62962963
2017.3.3,금요일,2541,684023.8,0,0
2017.3.4,토요일,2361,765361.5,0,1
2017.3.6,월요일,2551,822845.9,0.36499,0.0588235294
2017.3.7,화요일,2609,711685,0.52221,0.733333333
2017.3.8,수요일,2629,656088.6,0.07295,1
2017.3.9,목요일,2523,731664,0,1
2017.3.10,금요일,2416,764246.2,0,0.272727273
2017.3.11,토요일,2185,749806.7,0,1
2017.3.13,월요일,2068,799632.7,0.05904,0.454545455
2017.3.14,화요일,2031,742260,0.72393,0.5
2017.3.15,수요일,2122,714229.8,0,0.333333333
2017.3.16,목요일,2129,698007.8,0,NA
2017.3.17,금요일,2067,750905.9,0,0.636363636
2017.3.18,토요일,2089,689849.9,0,NA
2017.3.20,월요일,2118,771181.8,4.00376,NA
2017.3.21,화요일,2094,713799.1,1.40036,0.466666667
2017.3.22,수요일,2119,748164.9,0,NA
2017.3.23,목요일,2115,649787.5,0.24531,0.75
2017.3.24,금요일,2002,780022.6,0,1
2017.3.25,토요일,1855,700118.5,6.05556,0.818181818
2017.3.27,월요일,1899,766971.6,1.31367,-0.2
2017.3.28,화요일,1947,736816.8,1.13888,1
2017.3.29,수요일,1950,767900.8,1.62608,0.6
2017.3.30,목요일,1902,694869.4,0,0.5
2017.3.31,금요일,1751,770741.2,4.04281,0.666666667
2017.4.1,토요일,1750,702514.2,2.27073,0.333333333
2017.4.3,월요일,1705,842252.1,0,0.636363636
2017.4.4,화요일,1755,757051.5,0,1
2017.4.5,수요일,1653,852868.4,22.91332,0.5
2017.4.6,목요일,1701,674467.5,11.36586,0.5
2017.4.7,금요일,1584,681056.6,0,1
2017.4.8,토요일,1487,630717.2,0.069,NA
2017.4.10,월요일,1503,825586.8,0.22573,-0.238095238
2017.4.11,화요일,1471,790810.9,8.63576,0.777777778
2017.4.12,수요일,1447,683689.9,0.00813,0.5
2017.4.13,목요일,1304,768167.6,0,0.333333333
2017.4.14,금요일,1116,725886.3,1.41409,0.333333333
2017.4.15,토요일,1038,697053.8,0.13345,0.333333333
2017.4.17,월요일,1100,784103.5,12.60735,0.5
2017.4.18,화요일,1130,674570.7,3.06884,0.25
2017.4.19,수요일,1013,717345,0,0
2017.4.20,목요일,997,692465,1.05864,0.333333333
2017.4.21,금요일,943,706081.9,0.04878,0.25
2017.4.22,토요일,968,602834,0.38288,1
2017.4.24,월요일,1096,717859.7,0,NA
2017.4.25,화요일,1096,698093.7,1.04996,0.333333333
2017.4.26,수요일,1054,678708.1,1.21489,0.294117647
2017.4.27,목요일,993,675853.1,0,0.666666667
2017.4.28,금요일,909,635176.1,0,0.714285714
2017.4.29,토요일,950,732225.7,0.00813,NA
2017.5.1,월요일,1051,686143.8,0,0.428571429
2017.5.2,화요일,1038,701174.7,0,0.555555556
2017.5.3,수요일,1194,572480.5,0,0.555555556
2017.5.4,목요일,1100,631502.8,1.05507,0.428571429
2017.5.5,금요일,1078,577255.9,4.04692,0.6
2017.5.6,토요일,1029,579158.4,0,0.230769231
2017.5.8,월요일,1158,638058.6,0.01845,1
2017.5.9,화요일,1292,639840.3,10.18423,0.428571429
2017.5.10,수요일,1327,571288.7,1.40207,0.28
2017.5.11,목요일,1320,611418.4,0.17884,0.333333333
2017.5.12,금요일,1123,662790.3,2.36206,0.473684211
2017.5.13,토요일,1064,621730.3,3.55016,0.111111111
2017.5.15,월요일,1125,698306.2,0,0.565217391
2017.5.16,화요일,1103,636842.1,0.00745,1
2017.5.17,수요일,1031,645077.3,0.29774,0.2
2017.5.18,목요일,997,608065.7,0,0.5
2017.5.19,금요일,1024,591192.2,0,0.2
2017.5.20,토요일,1026,564323.4,0,1
2017.5.22,월요일,1158,596187,0,NA
2017.5.23,화요일,1164,623630.5,1.82835,0.5
2017.5.24,수요일,1103,600742.9,3.83383,0.857142857
2017.5.25,목요일,1064,644202.2,0,0.511111111
2017.5.26,금요일,1014,614237.5,0.05691,0.672727273
2017.5.27,토요일,1028,549698.2,0,0
2017.5.29,월요일,1167,644649.6,0,1
2017.5.30,화요일,1064,656341.9,0,0.5
2017.5.31,수요일,997,586240.6,2.88973,0.666666667
2017.6.1,목요일,906,578571.1,2.20614,NA
2017.6.2,금요일,970,593854.2,0.06187,0.454545455
2017.6.3,토요일,1042,524829.6,0.21654,-0.142857143
2017.6.5,월요일,1092,706172.4,0,0.454545455
2017.6.6,화요일,1058,594749.6,17.70451,0.0526315789
2017.6.7,수요일,1064,571418.1,6.95066,0.333333333
2017.6.8,목요일,1062,577093.2,0,-0.333333333
2017.6.9,금요일,1002,610909.3,0.73665,0.0555555556
2017.6.10,토요일,999,592241.7,0.57922,-0.0588235294
2017.6.12,월요일,1067,674793.7,0.00564,0.0909090909
2017.6.13,화요일,1031,599958.1,1.57479,0.333333333
2017.6.14,수요일,941,634076.8,0,0.111111111
2017.6.15,목요일,918,599602.9,0,0.882352941
2017.6.16,금요일,860,610537.3,0,0.384615385
2017.6.17,토요일,969,534689.4,0,0.333333333
2017.6.19,월요일,905,621226.9,0,0.666666667
2017.6.20,화요일,874,584391.5,3.73006,0.24
2017.6.21,수요일,824,609476.1,0.26421,0.68
2017.6.22,목요일,822,572466.5,0,0.310344828
2017.6.23,금요일,808,547144.5,0.07834,0.405405405
2017.6.24,토요일,868,497955.2,2.48491,0.6
2017.6.26,월요일,929,595244.2,20.00526,0.692307692
2017.6.27,화요일,959,591332.8,3.55666,0.625
2017.6.28,수요일,779,598162.8,1.56832,0.5
2017.6.29,목요일,758,572238.3,10.55183,0.764705882
2017.6.30,금요일,834,620799,0.37402,0.0909090909
2017.7.1,토요일,880,487374.7,3.17366,0.333333333
2017.7.3,월요일,980,591026.3,26.08791,0.8
2017.7.4,화요일,991,626876.9,17.50021,1
2017.7.5,수요일,879,565002.7,1.9603,NA
2017.7.6,목요일,734,560383.6,29.87973,0.5625
2017.7.7,금요일,696,553856.8,5.41598,0.5
2017.7.8,토요일,753,474947.7,24.21598,NA
2017.7.10,월요일,937,541560.8,30.63266,0.428571429
2017.7.11,화요일,1055,512448.6,5.53166,0.538461538
2017.7.12,수요일,1007,531443.4,0.01725,0.764705882
2017.7.13,목요일,1044,545048,0,0
2017.7.14,금요일,925,585586.6,7.73555,0.428571429
2017.7.15,토요일,919,541036.4,22.60704,1
2017.7.17,월요일,1196,549593.5,7.95957,0.272727273
2017.7.18,화요일,986,581821.3,6.5351,0.485714286
2017.7.19,수요일,943,528304.9,0,1
2017.7.20,목요일,852,565736.3,0,0.379310345
2017.7.21,금요일,882,547200.6,1.09601,-0.272727273
2017.7.22,토요일,1227,438568.6,5.21444,NA
2017.7.24,월요일,1210,571118.3,7.17717,0.4
2017.7.25,화요일,1263,490633.5,6.88922,NA
2017.7.26,수요일,1270,507552.3,0.05166,0.333333333
2017.7.27,목요일,1206,555397.4,0.5754,0.636363636
2017.7.28,금요일,1246,613683.5,8.10725,0.538461538
2017.7.29,토요일,1223,465497.8,3.90744,0.666666667
2017.7.31,월요일,1198,647985.2,20.08128,0.6
2017.8.1,화요일,1284,498977,1.39633,0.117647059
2017.8.2,수요일,1549,443013.4,0.47271,0.714285714
2017.8.3,목요일,1569,593597.3,0,1
2017.8.4,금요일,1833,688985.7,0,0.666666667
2017.8.5,토요일,1167,156188.7,0.42003,0
2017.8.7,월요일,1342,712101.1,1.05396,0.411764706
2017.8.8,화요일,1322,603851.2,1.95351,0.733333333
2017.8.9,수요일,1199,609754.7,9.37863,0.411764706
2017.8.10,목요일,1319,562466.3,12.37556,0.722222222
