"date","요일","가격","중국화폐종가","당근거래량","당근_강수량_지속영향_size15","daedong_stock","etf","서울대_s2"
"2016.3.8","화요일",847,185.99,280942.6,12.30733632,8220,6140,0.291764706
"2016.3.9","수요일",820,185.65,321742,14.59195516,8230,6165,0.266055046
"2016.3.10","목요일",830,185.3,396837.4,14.13678924,8090,6150,0.37755102
"2016.3.11","금요일",843,182.89,269019,14.07178475,8210,6240,0.235849057
"2016.3.12","토요일",799,182.4523836,287883.6,13.79451121,8254.765582,6271.427801,0
"2016.3.14","월요일",791,182.93,490677.9,12.14119283,8230,6250,0.25659824
"2016.3.15","화요일",804,183.43,291982,5.871982063,8240,6240,0.297052154
"2016.3.16","수요일",814,180.76,296773.8,13.82250224,8210,6240,0.279279279
"2016.3.17","목요일",893,178.37,417429,12.39924664,8190,6235,0.214723926
"2016.3.18","금요일",836,179.91,286398,14.05054709,8210,6290,0.273584906
"2016.3.19","토요일",791,179.9539737,197580,16.29027803,8145.701225,6269.536818,0.264150943
"2016.3.21","월요일",873,179.08,446667,16.16260987,8080,6260,0.2
"2016.3.22","화요일",812,178.31,365601,14.3353722,8080,6335,0.268882175
"2016.3.23","수요일",881,179.65,345738,6.443399103,8020,6320,0.251497006
"2016.3.24","목요일",848,179.37,372547.2,6.518852018,8070,6310,0.274509804
"2016.3.25","금요일",818,179.41,389560,5.110573991,8060,6290,0.238993711
"2016.3.26","토요일",791,178.8745487,258302.4,2.990753363,8101.144464,6277.822883,0
"2016.3.28","월요일",864,179.18,482186.8,0.575838565,8100,6280,0.327044025
"2016.3.29","화요일",847,177.62,413638,3.059282511,8070,6295,0.212560386
"2016.3.30","수요일",835,176.93,280977,3.059282511,8370,6315,0.247311828
"2016.3.31","목요일",981,177.54,453004.6,3.038556054,8330,6290,0.274509804
"2016.4.1","금요일",891,177.18,287265,2.844017937,8360,6205,0.248251748
"2016.4.2","토요일",932,177.9729448,133362,2.991892377,8325.821541,6179.57354,0.0857142857
"2016.4.4","월요일",961,177.84,355196,3.506269058,8240,6185,0.28956229
"2016.4.5","화요일",952,179.21,264123,0.877067265,8190,6170,0.25990099
"2016.4.6","수요일",1020,178.35,247067,4.492179372,8150,6175,0.29009434
"2016.4.7","목요일",995,179.6,329323,9.525542601,8100,6190,0.248598131
"2016.4.8","금요일",963,178.12,309166,9.545820628,8060,6150,0.369636964
"2016.4.9","토요일",1005,177.1075378,147050,9.343470852,8036.300563,6172.381433,0.180952381
"2016.4.11","월요일",994,176.89,368780.9,9.34555157,8030,6185,0.246511628
"2016.4.12","화요일",980,176.92,353493,9.430053812,8040,6135,0.29375
"2016.4.13","수요일",990,176.94,306353,12.51661883,8053.925501,6208.52433,0.125
"2016.4.14","목요일",870,177.97,389428,13.08709417,8050,6290,0.282178218
"2016.4.15","금요일",971,177.13,275678,9.654789238,8010,6260,0.301801802
"2016.4.16","토요일",976,176.5962179,211720,14.77860987,7944.544699,6294.745685,0
"2016.4.18","월요일",1019,176.72,494703,20.15899552,7900,6365,0.198019802
"2016.4.19","화요일",950,174.82,289780.6,20.16450224,7920,6400,0.355555556
"2016.4.20","수요일",906,175.21,385572,20.32518386,7990,6500,0.261261261
"2016.4.21","목요일",958,176.09,319783,24.83260987,8040,6730,0.266055046
"2016.4.22","금요일",903,176.9,317654,21.09403587,8060,6595,0.20657277
"2016.4.23","토요일",860,176.7576012,131171,21.72757848,8036.553582,6444.747328,0.301886792
"2016.4.25","월요일",897,177.3,473574.7,16.67393722,8030,6410,0
"2016.4.26","화요일",962,176.77,394375,10.37989238,8040,6480,0.255238095
"2016.4.27","수요일",1028,176.91,286710,20.72529148,7900,6565,0.251879699
"2016.4.28","목요일",1061,175.67,315470.5,21.77234081,7840,6540,0.353488372
"2016.4.29","금요일",995,176.83,304483,21.47543498,7700,6570,0.35
"2016.4.30","토요일",1149,177.6969202,154747,12.65765022,7586.41069,6596.288488,0.446428571
"2016.5.2","월요일",1141,175.64,436273.9,19.01356951,7460,6630,0.24375
"2016.5.3","화요일",1202,177.44,423599,26.18209865,7300,6655,0.226415094
"2016.5.4","수요일",1049,179.7,330840,19.66166816,7310,6520,0.287292818
"2016.5.5","목요일",1144,179.58,355930.6,19.40292377,7349.944488,6459.812389,0
"2016.5.6","금요일",1172,179.89,300925,17.38198206,7376.143158,6489.650128,0.180327869
"2016.5.7","토요일",1070,178.996334,122522.7,20.33721076,7399.270249,6535.912802,0
"2016.5.9","월요일",1154,180.39,404960,16.04565022,7430,6525,0.314553991
"2016.5.10","화요일",1132,179.64,442406.9,21.81513901,7480,6450,0.246192893
"2016.5.11","수요일",1048,179.54,377049.3,20.55043049,7520,6490.905939,0.183962264
"2016.5.12","목요일",1032,179.59,376584,14.39360538,7500,6575,0.267857143
"2016.5.13","금요일",1116,180.16,319013.6,21.22852915,7680,6600,0.224096386
"2016.5.14","토요일",1082,180.1593204,133104,16.82561435,7602.505788,6630.585513,0.2
"2016.5.16","월요일",1051,180.67,417853,16.89497758,7460,6645,0.264044944
"2016.5.17","화요일",1145,180.55,388305.5,18.30342601,7500,6645,0.190348525
"2016.5.18","수요일",1084,181.92,366768,18.17489686,7440,6730,0.195822454
"2016.5.19","목요일",1052,181.38,316167,11.35678924,7440,6680,0.247706422
"2016.5.20","금요일",1098,181.12,190895,9.634421525,7480,6670,0.25
"2016.5.21","토요일",1107,180.6938835,128307,9.692744395,7465.571055,6676.474499,0
"2016.5.23","월요일",1086,180.49,418744.5,9.133515695,7470,6660,0.293436293
"2016.5.24","화요일",1114,181.21,392324,11.70000897,7620,6625,0.302083333
"2016.5.25","수요일",1082,180.32,349025,9.99096861,7910,6645,0.259467041
"2016.5.26","목요일",1033,179.97,394876.8,11.64807175,7990,6705,0.243835616
"2016.5.27","금요일",1131,180.74,321866,6.399147982,8300,6770,0.319148936
"2016.5.28","토요일",1192,180.37961,141554,7.304278027,8426.081637,6810.519498,0
"2016.5.30","월요일",1155,182.03,381608,7.304278027,8500,6825,0.256880734
"2016.5.31","화요일",1234,180.73,364828.6,7.292376682,8600,6795,0.235294118
"2016.6.1","수요일",1092,181.35,393522,7.292251121,8250,6710,0.2675
"2016.6.2","목요일",1161,180.25,381299,1.608932735,8360,6810,0.251162791
"2016.6.3","금요일",1177,177.24,341157,5.600609865,8430,6930,0.325443787
"2016.6.4","토요일",1091,179.4170391,137934,7.035928251,8476.870209,7013.478931,0
"2016.6.6","월요일",1097,177.18,388864.1,7.103309417,8511.234443,7067.661087,0.284280936
"2016.6.7","화요일",1081,175.95,333897,6.598089686,8470,7100,0.236238532
"2016.6.8","수요일",1059,175.89,312589,8.061802691,8360,7155,0.294450736
"2016.6.9","목요일",1094,176.68,303822,8.06167713,8380,7285,0.276353276
"2016.6.10","금요일",1034,178.54,402739,4.078636771,8430,7220,0.312788906
"2016.6.11","토요일",981,178.0429212,122842.5,4.251919283,8329.349502,7229.34959,0.265560166
"2016.6.13","월요일",1026,178.03,433930,4.238484305,8190,7270,0.192307692
"2016.6.14","화요일",1051,178.33,355970.2,2.361139013,8090,7235,0.277870216
"2016.6.15","수요일",1019,177.63,345027.4,3.082313901,7870,7200,0.261682243
"2016.6.16","목요일",1012,177.89,272254.8,3.856627803,7880,7110,0.185897436
"2016.6.17","금요일",1028,177.66,463544,3.433156951,7920,7150,0.269767442
"2016.6.18","토요일",933,176.4901315,153258.5,4.659040359,7944.441643,7184.360269,0
"2016.6.20","월요일",970,176.36,504717,7.325955157,7980,7195,0.210144928
"2016.6.21","화요일",954,175.04,368226,7.763713004,8050,7155,0
"2016.6.22","수요일",955,174.73,326915,14.1055157,8100,6950,0.184079602
"2016.6.23","목요일",925,173.59,295011,13.58157848,7830,6890,0
"2016.6.24","금요일",905,176.99,427092,17.02690583,7350,6700,0.228310502
"2016.6.25","토요일",876,174.9024175,162118,17.00965022,7175.552834,6719.427709,0.3
"2016.6.27","월요일",946,177.49,379890.5,18.37638565,7260,6835,0.257731959
"2016.6.28","화요일",916,175.55,281601,18.96123767,7400,6840,0.234177215
"2016.6.29","수요일",923,173.93,322106,20.51838565,7490,6830,0.201257862
"2016.6.30","목요일",988,173.34,471731,23.04007175,7600,6820,0.324840764
"2016.7.1","금요일",897,172.79,338636,25.66083408,7780,6785,0.287037037
"2016.7.2","토요일",904,173.3343986,144986,36.59544395,7950.11868,6782.425617,0.18
"2016.7.4","월요일",926,172.86,369048.5,39.07149776,8150,6815,0.278787879
"2016.7.5","화요일",925,173.52,249958,53.17065471,8300,6800,0.209821429
"2016.7.6","수요일",829,173.24,329365,54.47394619,8060,6580,0.247252747
"2016.7.7","목요일",886,173.37,352308,51.69605381,8050,6485,0.238095238
"2016.7.8","금요일",877,171.91,356340,48.86355157,7940,6410,0.248138958
"2016.7.9","토요일",765,171.8368196,126690,44.23834978,7852.303777,6481.298622,0.288461538
"2016.7.11","월요일",882,171.94,359479,36.64794619,7780,6560,0.233974359
"2016.7.12","화요일",840,170.99,328878,45.25870852,7720,6525,0.273542601
"2016.7.13","수요일",803,171.38,278100,44.27216143,7840,6600,0.302547771
"2016.7.14","목요일",774,169.45,270316,40.93852915,7830,6655,0.246794872
"2016.7.15","금요일",837,170.22,310623.5,46.55215247,7980,6570,0.187919463
"2016.7.16","토요일",708,170.4604248,71094,51.75107623,8058.429658,6499.537546,0.245614035
"2016.7.18","월요일",940,169.32,465032,51.36864574,7970,6480,0.300970874
"2016.7.19","화요일",824,170.44,369879,41.5566278,7770,6470,0.205323194
"2016.7.20","수요일",827,171.21,339310,35.88312108,7710,6375,0.243176179
"2016.7.21","목요일",789,170.48,322440,24.06396413,7810,6295,0.333333333
"2016.7.22","금요일",742,170.12,192955,18.93052018,7830,6275,0.22324159
"2016.7.23","토요일",691,169.2559589,127550,17.21539013,7855.282247,6282.98925,0
"2016.7.25","월요일",812,171.06,313694,19.51444843,7860,6300,0.243093923
"2016.7.26","화요일",839,170.53,369564,13.7646009,7790,6295,0.209386282
"2016.7.27","수요일",852,169.66,242537,19.77627803,7750,6240,0.257142857
"2016.7.28","목요일",859,168.97,207206,18.19713901,7900,6260,0.251533742
"2016.7.29","금요일",1064,167.57,301490,11.89372197,7950,6165,0.226244344
"2016.7.30","토요일",859,168.2741663,119895,11.36854709,7926.014662,6202.648527,0
"2016.8.1","월요일",1132,166.84,348515,11.3744574,7900,6235,0.24137931
"2016.8.2","화요일",1009,167.75,416694,11.37206278,7880,6120,0.2
"2016.8.3","수요일",968,168.37,214914,4.811569507,7800,6125,0
"2016.8.4","목요일",1022,167.72,363456,10.7238565,7830,6155,0.277777778
"2016.8.5","금요일",860,167.55,216319,11.27849327,7790,6200,0.271468144
"2016.8.6","토요일",926,167.5657916,38140,11.79447534,7748.620771,6234.500959,0.191919192
"2016.8.8","월요일",1060,166.26,415891,12.59560538,7770,6265,0.296296296
"2016.8.9","화요일",907,165.73,327746,11.79073543,7800,6300,0.257028112
"2016.8.10","수요일",1043,165.18,270187,11.59530045,7630,6300,0.175438596
"2016.8.11","목요일",813,165.65,244264,10.29685202,7610,6245,0.253676471
"2016.8.12","금요일",950,166.31,228217,10.45181166,7610,6225,0.19047619
"2016.8.13","토요일",777,167.1633617,82310,6.321273543,7603.958223,6238.800147,0.132075472
"2016.8.15","월요일",966,165.39,257856,10.42469058,7624.45004,6270.790156,0.291479821
"2016.8.16","화요일",974,165.41,226371,10.70321973,7700,6310,0.189415042
"2016.8.17","수요일",1281,167.02,346890,8.890206278,7790,6335,0.193548387
"2016.8.18","목요일",1020,167.11,346855,8.999461883,7700,6325,0.210191083
"2016.8.19","금요일",1258,167.68,323862,8.674206278,7610,6360,0.156316916
"2016.8.20","토요일",761,166.9782929,97631,8.27529148,7599.146929,6361.871413,0.254545455
"2016.8.22","월요일",1125,168.96,354240,4.309605381,7560,6330,0.219026549
"2016.8.23","화요일",1132,168.74,322227,3.794735426,7440,6300,0.208931419
"2016.8.24","수요일",1012,168.4,313182,2.703282511,7400,6300,0.22983871
"2016.8.25","목요일",956,167.56,256635,2.271802691,7360,6290,0.225925926
"2016.8.26","금요일",1097,168.25,226429,5.50103139,7700,6220,0
"2016.8.27","토요일",857,166.8725954,167434,6.449533632,7732.154985,6138.377345,0.211538462
"2016.8.29","월요일",1085,167.74,372458.1,7.249623318,7500,6090,0.200557103
"2016.8.30","화요일",1105,167.68,393391.4,7.728986547,7320,6070,0.239852399
"2016.8.31","수요일",1199,167.12,414052,7.867973094,7340,5985,0.216296296
"2016.9.1","목요일",1117,167.59,381274,9.234744395,7320,5965,0.205183585
"2016.9.2","금요일",924,167.12,320914.5,16.60006278,7350,6010,0.226851852
"2016.9.3","토요일",770,166.7083395,163440,20.67573094,7355.875285,6055.483597,0.18
"2016.9.5","월요일",1147,165.44,449220,19.23050224,7330,6070,0.219512195
"2016.9.6","화요일",1021,163.98,423700,20.74434081,7340,6050,0.239495798
"2016.9.7","수요일",1060,163.71,408010,21.00870852,7460,6060,0.20661157
"2016.9.8","목요일",935,164.85,326637,21.96690583,7390,6130,0.296846011
"2016.9.9","금요일",983,166.03,362872,22.01298655,7270,6170,0.250345781
"2016.9.10","토요일",925,166.4173385,273597,21.7072287,7154.365124,6156.50128,0
"2016.9.12","월요일",1130,165.81,456213,17.58683408,7120,6145,0.278563656
"2016.9.13","화요일",1203,168.9,473407,17.88504933,7210,6180,0.279386712
"2016.9.14","수요일",697,168.81,39140,21.54681614,7279.838151,6218.195053,0.268398268
"2016.9.17","토요일",844,166.2020909,1055,33.7269148,7280.277518,6245.15407,0
"2016.9.19","월요일",1158,167.87,379325,34.24690583,7200,6260,0.255837563
"2016.9.20","화요일",1012,167.44,398158,33.68133632,7220,6265,0.234363225
"2016.9.21","수요일",1014,165.44,412733,32.02330942,7760,6275,0.234352256
"2016.9.22","목요일",1064,165.55,395837,23.89745291,7770,6280,0.221021611
"2016.9.23","금요일",1047,165.53,310729,16.82621525,7490,6225,0.220028209
"2016.9.24","토요일",1016,165.9490579,134845,19.30010762,7411.859431,6230.982047,0.223076923
"2016.9.26","월요일",1044,166.28,432992,19.87948879,7490,6230,0.249686324
"2016.9.27","화요일",1074,164.45,437962,7.539237668,7550,6175,0.259904913
"2016.9.28","수요일",1110,163.68,326386,25.57452915,7490,6240,0.229381443
"2016.9.29","목요일",929,165.38,241372,27.91186547,7400,6260,0.253441296
"2016.9.30","금요일",1064,165.16,344145,29.93712108,7210,6195,0.242081448
"2016.10.1","토요일",957,165.9751621,141819,27.78643049,7168.686118,6184.931038,0.277467412
"2016.10.3","월요일",1191,165.5,312917,29.76886099,7241.232781,6225.435146,0.220623501
"2016.10.4","화요일",1151,167.36,370728,31.28543498,7290,6265,0.243975904
"2016.10.5","수요일",1150,167.13,327120,44.04935426,7270,6285,0.217904233
"2016.10.6","목요일",1210,167.18,265946,42.61712108,7360,6330,0.24005487
"2016.10.7","금요일",1230,167.24,366046,37.51100448,7350,6285,0.24691358
"2016.10.8","토요일",1321,166.4889991,215762,47.37943498,7294.06552,6249.523333,0.24137931
"2016.10.10","월요일",1224,165.28,408806,46.15357848,7300,6240,0.259146341
"2016.10.11","화요일",1328,167.36,405190,48.13412556,7380,6250,0.209650582
"2016.10.12","수요일",1398,167.51,289908,47.05034978,7340,6280,0.250737463
"2016.10.13","목요일",1308,167.93,294765,46.7995426,7310,6235,0.29
"2016.10.14","금요일",1149,168.89,328120.5,21.28917489,7290,6360,0.27124774
"2016.10.15","토요일",921,167.3590672,143167,40.55410762,7462.075677,6403.478602,0.224852071
"2016.10.17","월요일",1371,168.69,435863,38.02197309,7560,6400,0.226600985
"2016.10.18","화요일",1113,166.91,243179,31.50152466,7410,6430,0.257918552
"2016.10.19","수요일",1232,166.27,272640,35.28396413,7480,6395,0.247787611
"2016.10.20","목요일",1299,167.69,345476.6,33.3898565,7520,6435,0.249630724
"2016.10.21","금요일",1220,167.91,270874,33.905713,7590,6360,0.251116071
"2016.10.22","토요일",1058,168.314792,126995,9.670618834,7623.787318,6338.516162,0
"2016.10.24","월요일",1259,167.62,387177,9.648367713,7540,6365,0.27027027
"2016.10.25","화요일",1115,166.68,350580,10.56182063,7350,6370,0.287671233
"2016.10.26","수요일",1167,168.18,211855,6.566457399,7270,6365,0.233449477
"2016.10.27","목요일",1076,169.11,266681,6.580170404,7220,6405,0.282229965
"2016.10.28","금요일",1188,169.25,254225,9.254304933,7140,6430,0.238979118
"2016.10.29","토요일",1003,169.0855147,78705,9.57929148,6914.021468,6411.712268,0.307692308
"2016.10.31","월요일",1392,168.65,290430,7.570206278,6760,6390,0.280146163
"2016.11.1","화요일",1365,169.34,353575,7.707139013,6780,6370,0.34562212
"2016.11.2","수요일",1239,169.47,338766,9.657318386,6600,6275,0.230769231
"2016.11.3","목요일",1294,169.19,301537,7.8292287,6710,6295,0.270332188
"2016.11.4","금요일",1301,168.94,289345,8.995273543,6640,6285,0.229508197
"2016.11.5","토요일",1347,169.5110097,161688,9.726286996,6589.366807,6269.846225,0.245283019
"2016.11.7","월요일",1516,168.47,318975,7.243013453,6730,6285,0.296222664
"2016.11.8","화요일",1455,166.33,393580,7.977067265,6920,6315,0.232673267
"2016.11.9","수요일",1606,170.78,302152,6.354403587,6650,6285,0.25
"2016.11.10","목요일",1540,171.48,300516,7.348502242,6840,6305,0.236889693
"2016.11.11","금요일",1583,171.09,307893,5.585183857,6870,6290,0.228527607
"2016.11.12","토요일",1246,169.70176,122991,4.927973094,6893.848741,6278.787541,0.178571429
"2016.11.14","월요일",1481,170.72,384230,5.960089686,6900,6240,0
"2016.11.15","화요일",1639,170.23,294800,3.202466368,6790,6175,0.223950233
"2016.11.16","수요일",1502,170.15,322535,2.730313901,6690,6210,0.224018476
"2016.11.17","목요일",1802,171.56,282616,2.361928251,6770,6145,0.302973978
"2016.11.18","금요일",1429,171.45,296663,4.677560538,6900,6150,0.276527331
"2016.11.19","토요일",1207,169.8089687,205806.5,4.006672646,7092.100478,6174.820255,0.275510204
"2016.11.21","월요일",1488,171.22,348247.9,5.354923767,7240,6220,0.211764706
"2016.11.22","화요일",1549,169.82,276449,5.729103139,7240,6275,0.284345048
"2016.11.23","수요일",1371,170.79,276243,4.612484305,7140,6220,0.297971919
"2016.11.24","목요일",1507,170.84,251326,5.450017937,7040,6195,0.304347826
"2016.11.25","금요일",1504,169.91,217281,4.920394619,7360,6235,0.238461538
"2016.11.26","토요일",1264,169.9827193,106948,6.217318386,7341.465026,6278.946309,0.16
"2016.11.28","월요일",1641,169.62,332841,3.477058296,7130,6295,0.283557047
"2016.11.29","화요일",1647,169.32,269256,4.950403587,7060,6260,0.170212766
"2016.11.30","수요일",2000,171.02,278898,5.210197309,7070,6180,0.2825
"2016.12.1","목요일",1619,169.57,360020,4.341730942,7350,6145,0.254237288
"2016.12.2","금요일",1537,169.51,268023,4.640278027,7290,6070,0.188679245
"2016.12.3","토요일",1526,170.3059047,147828,4.644816143,7162.908663,6044.687182,0
"2016.12.5","월요일",1754,169.62,280384,4.668860987,7140,6085,0.24
"2016.12.6","화요일",1705,170.23,305371,1.585928251,7210,6160,0.276960784
"2016.12.7","수요일",1568,168.34,299134,2.600520179,7180,6200,0.290322581
"2016.12.8","목요일",1531,169.01,184581,2.146556054,7160,6170,0.2
"2016.12.9","금요일",1702,169.8,243614,1.564053812,7080,6140,0.365853659
"2016.12.10","토요일",1315,170.7572729,102732,1.992789238,7037.085148,6154.435461,0.320754717
"2016.12.12","월요일",1563,168.63,266207.5,1.997569507,7120,6185,0.235431235
"2016.12.13","화요일",1625,168.69,323152,2.180538117,7240,6185,0.256505576
"2016.12.14","수요일",1563,170.85,279000,1.628331839,7050,6135,0.270454545
"2016.12.15","목요일",1334,170.41,208525,1.68567713,7100,6120,0.26953125
"2016.12.16","금요일",1646,170.47,251943,1.705847534,6930,6115,0.275510204
"2016.12.17","토요일",1392,171.3066132,117500,1.211757848,6926.041862,6124.585461,0.20754717
"2016.12.19","월요일",1911,170.86,332539,2.504152466,6990,6105,0.260273973
"2016.12.20","화요일",2042,171.53,338281,2.663838565,6930,6040,0.21875
"2016.12.21","수요일",1552,172.02,259597,7.911524664,6930,6025,0.23030303
"2016.12.22","목요일",1810,173.41,224381,11.40373094,6930,5980,0.180851064
"2016.12.23","금요일",1881,172.81,210814,10.87270852,6980,5960,0.193333333
"2016.12.24","토요일",920,171.9182797,86892,11.59026009,7008.589992,5981.137032,0.176470588
"2016.12.26","월요일",2097,172.84,349326,15.32807175,7040,5980,0.348148148
"2016.12.27","화요일",2064,173.7,336879,16.28359641,7100,5955,0.26035503
"2016.12.28","수요일",1929,174.15,311265,14.89770404,7120,6055,0.198067633
"2016.12.29","목요일",1838,173.45,227369,16.25987444,7150,6035,0.178571429
"2016.12.30","금요일",1983,173.84,300322,10.84056502,7116.24389,6035,0.217391304
"2016.12.31","토요일",1131,172.4316205,62928,11.65398206,7047.122655,6051.692609,0.274193548
"2017.1.2","월요일",1514,173.35,43820,15.30327585,7010,6065,0.275229358
"2017.1.3","화요일",1748,173.37,517825,15.29354491,7020,6075,0.293069307
"2017.1.4","수요일",1641,172.48,351601,11.49029827,6970,6110,0.229755179
"2017.1.5","목요일",1809,171.58,378148,13.97549604,6970,6195,0.262626263
"2017.1.6","금요일",1840,173.68,361972,15.22915816,6970,6225,0.286290323
"2017.1.7","토요일",1520,172.560977,168596,11.18248363,7038.559691,6210.609669,0.178571429
"2017.1.9","월요일",1704,173.46,359230,7.5156892,7080,6190,0.304
"2017.1.10","화요일",1685,173.63,362221,7.468985189,7020,6180,0.240654206
"2017.1.11","수요일",1725,171.22,358695,7.41583287,7010,6160,0.169811321
"2017.1.12","목요일",1704,170.63,373795,3.677732218,7000,6190,0.175438596
"2017.1.13","금요일",1817,170.28,435817,2.652117697,7050,6220,0.228243021
"2017.1.14","토요일",1736,172.0152558,242050,1.547181565,7037.42737,6221.944834,0.238095238
"2017.1.16","월요일",1618,171.48,424897.5,2.413927973,7010,6220,0.261904762
"2017.1.17","화요일",1578,169.35,395226,1.43421082,7030,6255,0.227665706
"2017.1.18","수요일",1588,172.3,378892.4,2.637828467,7020,6340,0.140939597
"2017.1.19","목요일",1483,171.03,429200,2.593439781,7010,6335,0.25
"2017.1.20","금요일",1434,170.94,448073,3.191222628,6950,6280,0.180124224
"2017.1.21","토요일",1404,170.5535078,257645.4,3.210948905,6937.625186,6247.339603,0.214285714
"2017.1.23","월요일",1232,169.72,406086,2.103211679,6940,6300,0.216326531
"2017.1.24","화요일",1324,170.62,465273.5,1.879781022,6910,6400,0.20657277
"2017.1.25","수요일",1321,168.91,261638,0.666824818,6910,6310,0.261904762
"2017.1.26","목요일",1391,170.37,330082,0.658649635,6930,6320,0.267692308
"2017.1.27","금요일",931,171.3,41310,0.757609489,6925.232566,6285.913445,0.254385965
"2017.1.31","화요일",1117,167.35,27690,0.756149635,6910,6225,0.301324503
"2017.2.1","수요일",1425,167.66,360223,0.14689781,6910,6235,0.212707182
"2017.2.2","목요일",1647,166.25,510560,0.704187956,6910,6325,0.214953271
"2017.2.3","금요일",1460,165.73,478208,0.729315693,6860,6320,0.264150943
"2017.2.4","토요일",1429,167.1958123,332948.6,1.619461679,6852.725338,6316.046221,0.192307692
"2017.2.6","월요일",1287,165.38,395404,1.619461679,6830,6325,0.205839416
"2017.2.7","화요일",1180,166.09,317272,1.616888686,6740,6330,0.276507277
"2017.2.8","수요일",1272,166.64,386070,1.529854015,6710,6355,0.228650138
